x-axis;1;2
second;Volt;Volt
-250,0000E-03;-509,0938E-03;+873,0469E-03
-249,5000E-03;-596,9844E-03;+871,0938E-03
-249,0000E-03;-680,9688E-03;+874,0234E-03
-248,5000E-03;-759,0938E-03;+882,8125E-03
-248,0000E-03;-829,4063E-03;+881,8359E-03
-247,5000E-03;-888,0000E-03;+889,6484E-03
-247,0000E-03;-938,7813E-03;+893,5547E-03
-246,5000E-03;-977,8438E-03;+904,2969E-03
-246,0000E-03;-1,0051875E+00;+909,1797E-03
-245,5000E-03;-1,0188594E+00;+914,0625E-03
-245,0000E-03;-1,0188594E+00;+924,8047E-03
-244,5000E-03;-1,0051875E+00;+928,7109E-03
-244,0000E-03;-979,7969E-03;+943,3594E-03
-243,5000E-03;-940,7344E-03;+946,2891E-03
-243,0000E-03;-889,9531E-03;+956,0547E-03
-242,5000E-03;-829,4063E-03;+968,7500E-03
-242,0000E-03;-759,0938E-03;+964,8438E-03
-241,5000E-03;-682,9219E-03;+974,6094E-03
-241,0000E-03;-600,8906E-03;+973,6328E-03
-240,5000E-03;-514,9531E-03;+974,6094E-03
-240,0000E-03;-427,0625E-03;+972,6563E-03
-239,5000E-03;-341,1250E-03;+971,6797E-03
-239,0000E-03;-259,0938E-03;+962,8906E-03
-238,5000E-03;-182,9219E-03;+963,8672E-03
-238,0000E-03;-112,6094E-03;+958,9844E-03
-237,5000E-03;-52,0625E-03;+949,2188E-03
-237,0000E-03;-1,2813E-03;+946,2891E-03
-236,5000E-03;+37,7812E-03;+936,5234E-03
-236,0000E-03;+63,1719E-03;+935,5469E-03
-235,5000E-03;+76,8437E-03;+933,5937E-03
-235,0000E-03;+76,8437E-03;+918,9453E-03
-234,5000E-03;+63,1719E-03;+918,9453E-03
-234,0000E-03;+39,7344E-03;+902,3438E-03
-233,5000E-03;+671,9E-06;+895,5078E-03
-233,0000E-03;-48,1563E-03;+889,6484E-03
-232,5000E-03;-108,7031E-03;+890,6250E-03
-232,0000E-03;-180,9688E-03;+883,7891E-03
-231,5000E-03;-257,1406E-03;+876,9531E-03
-231,0000E-03;-339,1719E-03;+874,0234E-03
-230,5000E-03;-423,1563E-03;+878,9062E-03
-230,0000E-03;-509,0938E-03;+869,1406E-03
-229,5000E-03;-596,9844E-03;+876,9531E-03
-229,0000E-03;-680,9688E-03;+872,0703E-03
-228,5000E-03;-759,0938E-03;+880,8594E-03
-228,0000E-03;-829,4063E-03;+883,7891E-03
-227,5000E-03;-888,0000E-03;+889,6484E-03
-227,0000E-03;-938,7813E-03;+895,5078E-03
