x-axis;1;2
second;Volt;Volt
-250,0000E-03;-1,2001095E+00;+1,0364687E+00
-249,5000E-03;-1,1415157E+00;+1,0169375E+00
-249,0000E-03;-1,0770626E+00;+1,0823672E+00
-248,5000E-03;-1,0047970E+00;+1,0286562E+00
-248,0000E-03;-928,6251E-03;+1,0608828E+00
-247,5000E-03;-850,5001E-03;+1,0159609E+00
-247,0000E-03;-770,4220E-03;+1,0081484E+00
-246,5000E-03;-682,5314E-03;+1,0101016E+00
-246,0000E-03;-594,6407E-03;+981,7812E-03
-245,5000E-03;-508,7032E-03;+973,9687E-03
-245,0000E-03;-422,7657E-03;+1,0813906E+00
-244,5000E-03;-332,9220E-03;+1,0501406E+00
-244,0000E-03;-246,9845E-03;+970,0625E-03
-243,5000E-03;-164,9532E-03;+1,0442812E+00
-243,0000E-03;-92,6876E-03;+1,0227969E+00
-242,5000E-03;-34,0939E-03;+996,4297E-03
-242,0000E-03;+22,5468E-03;+1,0003359E+00
-241,5000E-03;+79,1874E-03;+1,0169375E+00
-241,0000E-03;+122,1561E-03;+972,0156E-03
-240,5000E-03;+161,2186E-03;+966,1562E-03
-240,0000E-03;+200,2811E-03;+943,6953E-03
-239,5000E-03;+229,5780E-03;+943,6953E-03
-239,0000E-03;+253,0155E-03;+915,3750E-03
-238,5000E-03;+280,3593E-03;+929,0469E-03
-238,0000E-03;+313,5624E-03;+868,5000E-03
-237,5000E-03;+342,8593E-03;+882,1719E-03
-237,0000E-03;+360,4374E-03;+836,2734E-03
-236,5000E-03;+378,0155E-03;+804,0469E-03
-236,0000E-03;+391,6874E-03;+872,4062E-03
-235,5000E-03;+395,5936E-03;+826,5078E-03
-235,0000E-03;+385,8280E-03;+813,8125E-03
-234,5000E-03;+370,2030E-03;+817,7187E-03
-234,0000E-03;+338,9530E-03;+809,9062E-03
-233,5000E-03;+292,0780E-03;+809,9062E-03
-233,0000E-03;+237,3905E-03;+820,6484E-03
-232,5000E-03;+172,9374E-03;+806,0000E-03
-232,0000E-03;+96,7655E-03;+825,5312E-03
-231,5000E-03;+6,9218E-03;+796,2344E-03
-231,0000E-03;-86,8282E-03;+806,9766E-03
-230,5000E-03;-180,5782E-03;+837,2500E-03
-230,0000E-03;-270,4220E-03;+823,5781E-03
-229,5000E-03;-360,2657E-03;+819,6719E-03
-229,0000E-03;-448,1564E-03;+793,3047E-03
-228,5000E-03;-532,1407E-03;+866,5469E-03
-228,0000E-03;-610,2657E-03;+808,9297E-03
-227,5000E-03;-680,5782E-03;+765,9609E-03
