x-axis;1;2
second;Volt;Volt
-100,0000E-03;-774,3282E-03;+847,9922E-03
-99,8000E-03;-801,6720E-03;+873,3828E-03
-99,6000E-03;-834,8751E-03;+872,4062E-03
-99,4000E-03;-864,1720E-03;+881,1953E-03
-99,2000E-03;-895,4220E-03;+862,6406E-03
-99,0000E-03;-920,8126E-03;+885,1016E-03
-98,8000E-03;-944,2501E-03;+899,7500E-03
-98,6000E-03;-965,7345E-03;+884,1250E-03
-98,4000E-03;-983,3126E-03;+889,0078E-03
-98,2000E-03;-998,9376E-03;+871,4297E-03
-98,0000E-03;-1,0145626E+00;+877,2891E-03
-97,8000E-03;-1,0340939E+00;+931,9766E-03
-97,6000E-03;-1,0497189E+00;+930,0234E-03
-97,4000E-03;-1,0633907E+00;+904,6328E-03
-97,2000E-03;-1,0751095E+00;+876,3125E-03
-97,0000E-03;-1,0848751E+00;+882,1719E-03
-96,8000E-03;-1,0926876E+00;+927,0937E-03
-96,6000E-03;-1,0965939E+00;+932,9531E-03
-96,4000E-03;-1,1005001E+00;+931,0000E-03
-96,2000E-03;-1,1024532E+00;+914,3984E-03
-96,0000E-03;-1,1005001E+00;+915,3750E-03
-95,8000E-03;-1,0965939E+00;+924,1641E-03
-95,6000E-03;-1,0907345E+00;+933,9297E-03
-95,4000E-03;-1,0907345E+00;+936,8594E-03
-95,2000E-03;-1,0907345E+00;+928,0703E-03
-95,0000E-03;-1,0868282E+00;+936,8594E-03
-94,8000E-03;-1,0848751E+00;+934,9062E-03
-94,6000E-03;-1,0829220E+00;+968,1094E-03
-94,4000E-03;-1,0809689E+00;+969,0859E-03
-94,2000E-03;-1,0770626E+00;+961,2734E-03
-94,0000E-03;-1,0731564E+00;+936,8594E-03
-93,8000E-03;-1,0653439E+00;+930,0234E-03
-93,6000E-03;-1,0536251E+00;+991,5469E-03
-93,4000E-03;-1,0419064E+00;+977,8750E-03
-93,2000E-03;-1,0262814E+00;+976,8984E-03
-93,0000E-03;-1,0087032E+00;+962,2500E-03
-92,8000E-03;-989,1720E-03;+952,4844E-03
-92,6000E-03;-969,6407E-03;+1,0022891E+00
-92,4000E-03;-946,2032E-03;+964,2031E-03
-92,2000E-03;-920,8126E-03;+992,5234E-03
-92,0000E-03;-895,4220E-03;+1,0022891E+00
-91,8000E-03;-866,1251E-03;+966,1562E-03
-91,6000E-03;-836,8282E-03;+1,0042422E+00
-91,4000E-03;-805,5782E-03;+1,0149844E+00
-91,2000E-03;-772,3751E-03;+992,5234E-03
-91,0000E-03;-739,1720E-03;+961,2734E-03
