x-axis;1;2
second;Volt;Volt
-250,0000E-03;+147,5468E-03;+890,9609E-03
-249,5000E-03;+174,8905E-03;+890,9609E-03
-249,0000E-03;+200,2811E-03;+887,0547E-03
-248,5000E-03;+221,7655E-03;+861,6641E-03
-248,0000E-03;+241,2968E-03;+868,5000E-03
-247,5000E-03;+256,9218E-03;+839,2031E-03
-247,0000E-03;+270,5936E-03;+867,5234E-03
-246,5000E-03;+282,3124E-03;+815,7656E-03
-246,0000E-03;+288,1718E-03;+839,2031E-03
-245,5000E-03;+294,0311E-03;+824,5547E-03
-245,0000E-03;+295,9843E-03;+820,6484E-03
-244,5000E-03;+295,9843E-03;+805,0234E-03
-244,0000E-03;+290,1249E-03;+805,0234E-03
-243,5000E-03;+284,2655E-03;+789,3984E-03
-243,0000E-03;+274,4999E-03;+810,8828E-03
-242,5000E-03;+262,7811E-03;+795,2578E-03
-242,0000E-03;+247,1561E-03;+786,4687E-03
-241,5000E-03;+227,6249E-03;+787,4453E-03
-241,0000E-03;+204,1874E-03;+776,7031E-03
-240,5000E-03;+180,7499E-03;+769,8672E-03
-240,0000E-03;+153,4061E-03;+779,6328E-03
-239,5000E-03;+124,1093E-03;+773,7734E-03
-239,0000E-03;+92,8593E-03;+771,8203E-03
-238,5000E-03;+59,6561E-03;+771,8203E-03
-238,0000E-03;+22,5468E-03;+794,2812E-03
-237,5000E-03;-14,5626E-03;+783,5391E-03
-237,0000E-03;-53,6251E-03;+779,6328E-03
-236,5000E-03;-94,6407E-03;+790,3750E-03
-236,0000E-03;-135,6564E-03;+791,3516E-03
-235,5000E-03;-180,5782E-03;+754,2422E-03
-235,0000E-03;-225,5001E-03;+831,3906E-03
-234,5000E-03;-272,3751E-03;+775,7266E-03
-234,0000E-03;-319,2501E-03;+776,7031E-03
-233,5000E-03;-364,1720E-03;+813,8125E-03
-233,0000E-03;-413,0001E-03;+795,2578E-03
-232,5000E-03;-457,9220E-03;+837,2500E-03
-232,0000E-03;-504,7970E-03;+810,8828E-03
-231,5000E-03;-551,6720E-03;+828,4609E-03
-231,0000E-03;-598,5470E-03;+863,6172E-03
-230,5000E-03;-645,4220E-03;+833,3437E-03
-230,0000E-03;-690,3439E-03;+858,7344E-03
-229,5000E-03;-735,2657E-03;+860,6875E-03
-229,0000E-03;-778,2345E-03;+880,2187E-03
-228,5000E-03;-821,2032E-03;+872,4062E-03
-228,0000E-03;-860,2657E-03;+909,5156E-03
-227,5000E-03;-899,3282E-03;+908,5391E-03
-227,0000E-03;-936,4376E-03;+906,5859E-03
