
12/06/2018;16:37:53

Y1:Position actual value [p-unit] / Y2:Torque actual value [I_N/1000]
t[ms];Y1[Position actual value [p-unit]];Y2[Torque actual value [I_N/1000]]
788,1;87433;-37
794,1;87433;-8
800,1;87433;-8
812,1;87437;-22
818,1;87437;14
824,1;87433;-37
830,1;87433;-8
836,1;87433;0
848,1;87433;-22
854,1;87437;-37
860,1;87433;0
866,1;87433;-15
872,1;87433;36
884,1;87433;14
890,1;87433;-88
896,1;87433;-59
902,1;87433;14
908,1;87433;0
920,1;87433;-37
926,1;87433;-8
932,1;87433;-22
938,1;87437;0
967,1;63118;-422
968,1;61980;-473
978,1;45966;-451
980,1;43980;-444
986,1;33648;-451
998,1;11469;-510
1004,1;-654;-400
1010,1;-8758;-8
1045,1;11860;-131
1046,1;12199;-22
1052,1;16457;0
1058,1;20895;21
1064,1;25483;7
1076,1;35639;7
1082,1;40794;0
1088,1;46406;21
1104,1;61857;-8
1106,1;63975;-51
1118,1;76737;21
1124,1;83263;-22
1130,1;87024;36
1136,1;85684;-22
1142,1;85192;-59
1154,1;85513;0
1160,1;85891;-73
1166,1;86611;-124
1172,1;87442;-8
1178,1;87380;0
1190,1;87363;36
1196,1;87394;-22
1202,1;87424;7
1208,1;87389;-8
1214,1;87402;-8
1226,1;87437;0
1232,1;87424;0
1238,1;87420;-22
1244,1;87416;-15
1250,1;87424;-8
1262,1;87424;-37
1268,1;87429;21
1274,1;87433;36
1280,1;87433;-8
1286,1;87433;-8
1298,1;87416;14
1304,1;87420;-44
1310,1;87433;-22
1316,1;87433;-73
1322,1;87424;-59
1334,1;87424;0
1340,1;87433;29
1346,1;87437;-44
1352,1;87433;-44
1358,1;87420;14
1370,1;87429;-37
1376,1;87437;-22
1382,1;87433;-44
1388,1;87433;-15
1394,1;87424;-44
1412,1;87437;-37
1418,1;87429;-51
1435,1;87429;58
1436,1;87433;-8
1448,1;87433;0
1454,1;87433;-44
1466,1;87429;0
1472,1;87433;-37
1484,1;87433;-37
1490,1;87437;36
1496,1;87437;0
1502,1;87437;0
1508,1;87437;-8
1520,1;87433;-37
1526,1;87429;7
1532,1;87429;-66
1538,1;87433;0
1544,1;87437;0
1556,1;87433;-8
1562,1;87437;0
1568,1;87437;-44
1574,1;87437;-22
1580,1;87429;-51
1592,1;87433;-59
1598,1;87433;-15
1604,1;87437;0
1610,1;87433;0
1616,1;87433;0
1628,1;87433;-44
1634,1;87433;7
1640,1;87433;-30
1646,1;87433;0
1652,1;87433;29
1664,1;87433;-8
1670,1;87437;36
1676,1;87437;14
1682,1;87437;-15
1688,1;87433;7
1700,1;87433;-44
1706,1;87437;36
1712,1;87437;-22
1718,1;87433;-22
1724,1;87437;-37
1736,1;87437;21
1742,1;87429;14
1748,1;87433;-8
1754,1;87433;-15
1760,1;87433;-37
1772,1;87437;0
1778,1;87437;-22
1784,1;87433;-22
1790,1;87433;-44
1796,1;87437;0
1808,1;87437;0
1814,1;87433;-8
1820,1;87437;-51
1826,1;87437;-73
1832,1;87437;-30
1844,1;87437;-22
1850,1;87437;-95
1856,1;87433;0
1862,1;87437;7
1868,1;87442;0
1880,1;87437;-22
1886,1;87433;29
1892,1;87437;-8
1898,1;87433;-8
1904,1;87437;-22
1916,1;87433;-59
1922,1;87437;0
1928,1;87437;7
1934,1;87437;-37
1940,1;87437;-30
1952,1;87437;-15
1958,1;87433;0
