
12/06/2018;16:32:56

Y1:Position actual value [p-unit] / Y2:Torque actual value [I_N/1000]
t[ms];Y1[Position actual value [p-unit]];Y2[Torque actual value [I_N/1000]]
1862,1;87451;-8
1868,1;87451;7
1880,1;87451;0
1886,1;87451;0
1892,1;87451;0
1898,1;87451;36
1904,1;87451;-8
1916,1;87451;7
1922,1;87446;-8
1928,1;87446;-73
1934,1;87446;0
1940,1;87451;-8
1952,1;87451;7
1958,1;87446;0
1964,1;87446;-44
1970,1;87451;-8
1976,1;87446;-8
1988,1;87446;0
1994,1;87455;0
2000,1;87451;-22
2006,1;87451;-59
2012,1;87446;14
