
12/06/2018;16:33:48

Y1:Position actual value [p-unit] / Y2:Torque actual value [I_N/1000]
t[ms];Y1[Position actual value [p-unit]];Y2[Torque actual value [I_N/1000]]
0,1;87459;-22
6,1;87459;-30
12,1;87459;-30
18,1;87459;0
24,1;87459;-73
36,1;87459;21
42,1;87459;7
48,1;87459;-8
54,1;87459;36
60,1;87468;-30
74,1;87459;0
78,1;87459;36
84,1;87459;-22
90,1;87455;21
96,1;87459;-51
108,1;87464;0
114,1;87455;-8
120,1;87459;-66
126,1;87459;-8
132,1;87459;-73
144,1;87459;-15
150,1;87459;-30
156,1;87464;-80
162,1;87459;43
168,1;87459;-37
180,1;87459;21
186,1;87464;0
192,1;87459;7
198,1;87464;-8
204,1;87459;14
216,1;87459;-22
222,1;87459;-22
228,1;87459;-8
234,1;87464;-8
240,1;87464;-44
252,1;87459;-30
258,1;87459;-59
264,1;87464;-30
270,1;87459;0
276,1;87459;0
288,1;87459;-30
294,1;87459;-22
300,1;87459;29
306,1;87459;-8
312,1;87459;-30
324,1;87459;0
330,1;87455;-8
336,1;87459;-15
342,1;87459;-30
348,1;87459;-15
360,1;87455;-8
366,1;87459;-37
372,1;87459;-37
378,1;87459;-8
384,1;87455;-95
396,1;87459;-22
402,1;87455;-8
408,1;87459;36
414,1;87459;-8
420,1;87459;-37
432,1;87459;-8
438,1;87459;-22
444,1;87464;7
450,1;87459;0
456,1;87464;0
468,1;87459;-44
499,1;87459;-30
504,1;87459;-22
522,1;87459;-37
528,1;87459;-15
534,1;87459;-22
540,1;87464;-22
552,1;87464;-51
558,1;87459;0
564,1;87459;0
570,1;87459;-30
576,1;87459;-8
588,1;83452;-822
600,1;72206;-633
606,1;64656;-611
624,1;36153;-517
630,1;23787;-495
636,1;11421;-560
642,1;-1722;-546
648,1;-9109;36
686,1;17419;0
736,1;63720;-59
738,1;65412;-66
744,1;71811;-15
750,1;78350;14
762,1;86620;-59
768,1;85666;-59
774,1;85495;-73
780,1;85574;-59
786,1;85790;0
798,1;87029;7
804,1;87429;0
810,1;87407;-22
816,1;87407;65
822,1;87407;-8
834,1;87442;0
840,1;87437;-22
846,1;87407;-8
852,1;87442;0
858,1;87459;21
870,1;87437;0
876,1;87446;-8
882,1;87442;-44
888,1;87446;-8
894,1;87446;14
906,1;87455;-15
912,1;87446;-15
918,1;87446;0
924,1;87446;21
930,1;87437;0
942,1;87455;29
948,1;87446;-66
954,1;87451;-59
960,1;87442;-22
966,1;87451;0
978,1;87451;-22
984,1;87451;-8
990,1;87446;0
996,1;87451;-30
1002,1;87459;0
1014,1;87455;0
1020,1;87451;-37
1026,1;87451;-131
1032,1;87446;-8
1038,1;87455;-8
1050,1;87451;0
1056,1;87455;-30
1062,1;87455;-8
1068,1;87451;7
1074,1;87455;-15
1086,1;87455;-22
1092,1;87455;0
1098,1;87451;-8
1104,1;87451;-8
1110,1;87455;-37
1122,1;87451;21
1128,1;87451;0
1134,1;87455;-44
1140,1;87455;-44
1146,1;87455;-146
1158,1;87451;-37
1164,1;87451;-8
1170,1;87455;-30
1176,1;87451;-8
1182,1;87455;-22
1194,1;87446;7
1200,1;87451;-51
1206,1;87446;-8
1212,1;87451;-102
1218,1;87455;-51
1230,1;87455;0
1236,1;87451;-51
1263,1;87451;0
1272,1;87455;0
1284,1;87455;-30
1290,1;87455;-8
1296,1;87455;-8
1308,1;87451;14
1314,1;87451;-37
1320,1;87451;-37
1326,1;87451;21
1332,1;87451;-37
1344,1;87455;0
1350,1;87451;0
1356,1;87451;-15
1362,1;87455;-22
1368,1;87455;-37
1380,1;87455;21
1386,1;87451;-22
1392,1;87451;-37
1398,1;87455;-8
1404,1;87455;-22
1416,1;87455;14
1422,1;87451;-44
1428,1;87455;-51
1434,1;87451;-37
1440,1;87459;-22
1452,1;87455;7
1458,1;87455;7
1464,1;87451;36
1470,1;87455;-30
1476,1;87451;0
1488,1;87455;-59
1494,1;87451;-8
1500,1;87455;0
1506,1;87451;43
1512,1;87455;-44
1524,1;87455;-8
1530,1;87455;-22
1536,1;87455;-8
1542,1;87455;-37
1548,1;87455;-51
1560,1;87451;7
1566,1;87451;7
1572,1;87455;-8
1578,1;87455;-22
1584,1;87455;-30
1596,1;87455;-37
1602,1;87455;-73
1608,1;87451;-15
1614,1;87455;50
1620,1;87451;-15
1632,1;87455;0
1638,1;87451;0
1644,1;87455;36
1650,1;87455;-30
1656,1;87455;-8
1668,1;87455;0
1674,1;87455;7
1680,1;87451;0
1686,1;87455;-22
1692,1;87455;87
1704,1;87455;-8
1710,1;87455;0
1716,1;87455;0
1722,1;87455;7
1728,1;87455;14
1740,1;87455;-44
1746,1;87455;0
1752,1;87455;-37
1758,1;87455;-37
1764,1;87455;0
1776,1;87455;-51
1782,1;87455;-22
1788,1;87455;0
1794,1;87455;-110
1800,1;87455;7
1812,1;87455;29
1818,1;87455;-37
1824,1;87455;-8
1830,1;87451;-44
