
12/06/2018;16:34:48

Y1:Position actual value [p-unit] / Y2:Torque actual value [I_N/1000]
t[ms];Y1[Position actual value [p-unit]];Y2[Torque actual value [I_N/1000]]
0,1;87446;7
15,1;87446;-66
22,1;87446;-95
27,1;87446;-8
34,1;87451;-37
39,1;87446;-8
51,1;87451;-8
57,1;87451;43
63,1;87451;29
69,1;87451;0
75,1;87446;-37
87,1;87446;-37
93,1;87446;14
100,1;87446;-44
109,1;87446;-8
111,1;87446;-22
123,1;87446;0
129,1;87451;-8
135,1;87455;-8
142,1;87455;-37
147,1;87451;-22
159,1;87446;7
165,1;87451;-44
171,1;87446;-8
177,1;87446;7
183,1;87446;7
195,1;87446;-15
201,1;87446;0
207,1;87442;-8
213,1;87446;-30
220,1;87442;-22
232,1;87451;7
238,1;87451;-22
243,1;87451;43
250,1;87442;-102
255,1;87446;-8
268,1;87451;-8
273,1;87446;0
279,1;87442;-22
286,1;87451;14
291,1;87446;-51
303,1;87451;7
309,1;87446;7
315,1;87446;7
321,1;87446;-8
327,1;87446;-22
339,1;87451;-8
346,1;87446;0
351,1;87451;0
358,1;87451;-8
363,1;87451;0
375,1;87446;-37
381,1;87446;-95
387,1;87451;-8
393,1;87446;21
399,1;87446;-15
411,1;87451;-44
417,1;87446;7
423,1;87446;43
429,1;87446;0
435,1;87446;-22
447,1;87446;-8
453,1;87446;-44
460,1;87451;14
465,1;87446;-44
472,1;87451;36
484,1;87446;-8
489,1;87446;0
495,1;87451;-8
502,1;87446;-59
507,1;87451;21
519,1;87446;-59
525,1;87446;-30
531,1;87446;-8
537,1;87451;-8
543,1;87451;-8
555,1;87451;-15
561,1;87446;-22
567,1;87446;-15
573,1;87451;-15
579,1;87372;-1040
597,1;73810;-1222
603,1;63175;-1295
609,1;49363;-1331
624,1;6407;-706
635,1;-9057;-8
655,1;7782;-517
664,1;11351;-444
686,1;8731;-524
688,1;8151;-531
694,1;5264;-590
700,1;1173;-524
711,1;-6209;-15
749,1;26178;0
754,1;31583;0
766,1;44595;-22
795,1;79461;-8
814,1;85346;-73
826,1;85508;50
831,1;85548;0
838,1;85992;-15
843,1;86739;-73
849,1;87420;-95
862,1;87363;7
867,1;87433;-37
874,1;87385;-37
880,1;87372;-51
886,1;87380;36
897,1;87389;0
903,1;87402;-22
909,1;87402;-8
915,1;87407;7
922,1;87411;14
933,1;87407;-44
939,1;87402;-8
945,1;87407;-22
952,1;87411;-22
957,1;87411;14
969,1;87402;-22
975,1;87411;-37
981,1;87411;-44
988,1;87411;-22
993,1;87411;14
1006,1;87407;0
1012,1;87411;0
1017,1;87416;-22
1024,1;87411;0
1029,1;87411;-88
1041,1;87411;21
1047,1;87416;-30
1053,1;87411;-8
1059,1;87407;29
1066,1;87411;0
1077,1;87411;-8
1083,1;87411;-8
1089,1;87416;-22
1095,1;87407;0
1101,1;87411;29
1113,1;87407;0
1119,1;87411;-66
1126,1;87416;7
1131,1;87411;7
1138,1;87416;21
1149,1;87416;-44
1155,1;87416;-59
1161,1;87416;-8
1167,1;87416;-8
1174,1;87411;-30
1185,1;87407;-22
1191,1;87411;0
1197,1;87416;-15
1203,1;87416;-8
1209,1;87416;7
1222,1;87411;65
1227,1;87411;-59
1233,1;87416;7
1239,1;87416;-15
1245,1;87411;-8
1258,1;87411;-8
1264,1;87416;7
1269,1;87416;-8
1275,1;87416;-15
1281,1;87411;-8
1294,1;87416;50
1299,1;87416;14
1305,1;87416;-8
1311,1;87411;-8
1317,1;87411;-44
1330,1;87411;-59
1336,1;87416;-22
1342,1;87411;-30
1353,1;87416;0
1372,1;87416;0
1378,1;87411;-44
1389,1;87416;-8
1395,1;87411;-30
1408,1;87416;-8
1413,1;87411;-22
1420,1;87411;-8
1425,1;87420;7
1431,1;87411;36
1444,1;87411;-22
1449,1;87416;-22
1455,1;87411;0
1461,1;87416;-8
1468,1;87411;-8
1479,1;87411;0
1486,1;87411;-22
1491,1;87411;-37
1498,1;87411;7
1504,1;87411;-8
1516,1;87416;7
1521,1;87416;-22
1527,1;87416;-88
1534,1;87416;0
1540,1;87416;-22
1551,1;87416;0
1557,1;87416;-22
1564,1;87411;-51
1569,1;87411;-8
1575,1;87416;0
1587,1;87416;-8
1593,1;87411;0
1599,1;87411;-22
1605,1;87420;-15
1612,1;87416;65
1624,1;87416;-30
1629,1;87411;0
1636,1;87416;-30
1641,1;87416;-30
1647,1;87411;-8
1660,1;87416;-8
1665,1;87411;-15
1672,1;87411;58
1677,1;87416;-37
1683,1;87416;0
1695,1;87411;14
1702,1;87411;-22
1707,1;87411;-66
1713,1;87416;14
1719,1;87416;7
1732,1;87411;0
1737,1;87411;29
1743,1;87411;7
1750,1;87411;-15
1755,1;87416;-51
1767,1;87416;0
1773,1;87416;-88
1780,1;87420;-66
1786,1;87416;0
1791,1;87420;0
1804,1;87411;0
1810,1;87416;-66
1815,1;87416;0
1821,1;87411;-8
1827,1;87416;0
1839,1;87416;-37
1845,1;87416;7
1851,1;87416;-8
1857,1;87411;0
1863,1;87416;-8
1876,1;87411;-8
1881,1;87416;-44
