
12/06/2018;16:34:25

Y1:Position actual value [p-unit] / Y2:Torque actual value [I_N/1000]
t[ms];Y1[Position actual value [p-unit]];Y2[Torque actual value [I_N/1000]]
0,1;87429;-8
15,1;87429;0
17,1;87433;7
23,1;87429;-8
35,1;87429;-51
41,1;87429;0
47,1;87429;7
53,1;87429;7
59,1;87429;-30
71,1;87429;-8
77,1;87429;-8
83,1;87433;0
89,1;87429;-37
95,1;87433;-8
107,1;87433;-51
113,1;87429;7
119,1;87429;-22
125,1;87429;-51
131,1;87429;-22
143,1;87429;-37
149,1;87433;-8
155,1;87429;0
161,1;87437;-8
167,1;87429;-15
179,1;87429;-30
185,1;87433;-44
191,1;87429;-22
197,1;87429;-30
203,1;87424;-37
215,1;87429;0
221,1;87424;-15
227,1;87429;-8
233,1;87433;0
239,1;87433;7
251,1;87429;-22
257,1;87424;0
263,1;87429;-8
269,1;87429;-8
275,1;87429;-22
287,1;87429;-37
293,1;87429;-37
299,1;87429;0
305,1;87424;-8
311,1;87429;-8
323,1;87429;21
329,1;87429;-22
335,1;87429;-22
341,1;87429;-37
347,1;87429;21
359,1;87429;-8
365,1;87433;-22
371,1;87433;-8
377,1;87429;7
405,1;87429;-22
407,1;87429;-22
419,1;87424;-37
431,1;87429;-8
437,1;87429;-37
443,1;87429;-8
449,1;87424;0
455,1;87429;-73
467,1;87429;-22
473,1;87429;0
479,1;87433;7
485,1;87429;0
491,1;87429;0
503,1;87429;0
509,1;87429;-44
515,1;87424;-30
521,1;87433;-8
527,1;87429;-22
539,1;87429;7
545,1;87429;-44
551,1;86585;-1120
563,1;76658;-1230
569,1;67104;-1200
581,1;40108;-699
587,1;24183;-597
593,1;7119;-590
599,1;-8345;-946
605,1;-8903;-502
639,1;23356;7
641,1;24938;0
647,1;31319;-80
670,1;58126;7
702,1;85724;-44
707,1;85267;-8
713,1;85297;-80
725,1;85609;-30
731,1;86141;-30
737,1;87095;-8
743,1;87420;0
749,1;87367;0
761,1;87464;-22
767,1;87398;0
773,1;87398;-30
779,1;87411;-37
785,1;87429;-8
797,1;87433;-22
803,1;87433;7
809,1;87424;0
815,1;87433;-8
821,1;87433;7
833,1;87433;29
839,1;87437;-8
845,1;87433;36
851,1;87433;-59
857,1;87433;-8
869,1;87433;-22
875,1;87433;14
881,1;87442;-37
887,1;87429;14
893,1;87433;0
905,1;87437;7
911,1;87437;0
917,1;87433;0
923,1;87429;-44
929,1;87433;-22
941,1;87437;7
947,1;87442;0
953,1;87433;-8
959,1;87437;-15
965,1;87437;-8
977,1;87433;14
983,1;87433;-37
989,1;87433;7
995,1;87433;36
1001,1;87437;36
1013,1;87437;-44
1019,1;87437;-37
1025,1;87433;-22
1031,1;87437;-30
1037,1;87437;7
1049,1;87429;7
1055,1;87433;-8
1061,1;87437;0
1067,1;87437;-8
1073,1;87437;-117
1085,1;87433;-22
1091,1;87433;0
1097,1;87437;-44
1103,1;87437;-44
1109,1;87433;-15
1121,1;87437;-8
1127,1;87437;-22
1133,1;87437;-8
1139,1;87437;-22
1151,1;87437;-8
1170,1;87437;0
1175,1;87433;14
1181,1;87437;-8
1199,1;87437;0
1205,1;87437;-37
1211,1;87433;-44
1217,1;87437;-8
1223,1;87437;0
1235,1;87437;-8
1241,1;87433;0
1247,1;87437;-30
1253,1;87433;0
1259,1;87437;7
1271,1;87437;-22
1277,1;87437;0
1283,1;87437;-8
1289,1;87437;-15
1295,1;87433;-22
1307,1;87433;-8
1313,1;87437;14
1319,1;87437;0
1325,1;87433;14
1331,1;87442;7
1343,1;87442;-22
1349,1;87433;0
1355,1;87442;-8
1361,1;87437;-8
1367,1;87437;-30
1379,1;87437;0
1385,1;87437;-22
1391,1;87437;-37
1397,1;87442;0
1403,1;87437;-8
1415,1;87429;0
1421,1;87433;-22
1427,1;87433;-22
1433,1;87433;-8
1439,1;87437;-8
1451,1;87437;14
1457,1;87437;-8
1463,1;87437;-30
1469,1;87442;-110
1475,1;87433;-8
1487,1;87433;-37
1493,1;87437;14
1499,1;87437;0
1505,1;87433;0
1511,1;87437;0
1523,1;87433;-30
1529,1;87433;36
1535,1;87433;21
1541,1;87433;-22
1547,1;87437;0
1559,1;87437;29
1565,1;87437;-8
1571,1;87437;0
1577,1;87437;-44
1583,1;87433;0
1595,1;87442;0
1601,1;87437;0
1607,1;87437;-22
1613,1;87437;-8
1619,1;87429;-8
1631,1;87437;-22
1637,1;87437;0
1643,1;87437;0
1649,1;87437;0
1655,1;87437;-8
1667,1;87442;-8
1673,1;87433;-22
1679,1;87437;-44
1685,1;87437;-59
1691,1;87437;-22
1703,1;87437;-30
1709,1;87437;-22
1715,1;87442;-8
1721,1;87433;-15
1727,1;87437;0
1739,1;87437;0
1745,1;87437;-22
1751,1;87437;0
1757,1;87437;-44
1763,1;87437;36
1775,1;87437;-22
1781,1;87437;0
