
12/06/2018;16:40:06

Y1:Position actual value [p-unit] / Y2:Torque actual value [I_N/1000]
t[ms];Y1[Position actual value [p-unit]];Y2[Torque actual value [I_N/1000]]
0,1;87380;-22
5,1;87380;7
10,1;87380;0
17,1;87380;-51
22,1;87380;-30
28,1;87380;-37
34,1;87380;-22
40,1;87385;7
46,1;87376;-37
52,1;87380;-8
58,1;87380;0
64,1;87380;36
70,1;87380;-8
76,1;87380;0
82,1;87385;-30
88,1;87380;-51
94,1;87380;-8
100,1;87380;-44
106,1;87380;0
112,1;87380;-8
118,1;87380;-22
124,1;87385;-8
130,1;87380;0
136,1;87380;-8
142,1;87385;-37
148,1;87385;0
154,1;87380;0
160,1;87380;-44
166,1;87385;-44
172,1;87385;-30
178,1;87385;-8
184,1;87376;0
190,1;87385;0
196,1;87376;-8
202,1;87385;-30
208,1;87380;-22
214,1;87380;0
220,1;87385;-8
226,1;87380;-22
232,1;87380;0
238,1;87380;-8
244,1;87385;-30
250,1;87380;0
256,1;87385;-8
262,1;87380;36
268,1;87385;14
274,1;87380;-8
280,1;87380;-8
286,1;87385;-22
292,1;87380;0
298,1;87380;-22
304,1;87389;7
310,1;87385;36
316,1;87380;14
322,1;87380;-44
328,1;87380;7
334,1;87380;-30
340,1;87380;7
346,1;87385;-22
352,1;87380;-8
358,1;87385;-59
364,1;87380;-8
370,1;87380;0
376,1;87385;-51
382,1;87380;43
388,1;87380;-51
394,1;87380;-8
400,1;87380;-22
406,1;87380;-88
412,1;87385;14
418,1;87385;-37
424,1;87385;-8
430,1;87385;0
436,1;87380;-44
442,1;87380;-22
448,1;87380;7
454,1;87380;-102
460,1;87380;0
466,1;87380;0
472,1;87380;-30
478,1;87380;36
484,1;87385;-22
514,1;86603;-1731
520,1;82850;-1913
526,1;73999;-1848
538,1;40609;-1295
544,1;18360;-844
550,1;-5515;-800
556,1;-10582;21
568,1;1384;79
580,1;12739;-37
586,1;18290;50
592,1;23813;116
598,1;29456;-22
604,1;35050;21
616,1;46841;-44
628,1;58926;0
634,1;65364;-22
640,1;71951;43
652,1;84981;-95
658,1;86567;-59
664,1;85965;21
670,1;86365;14
676,1;86519;-51
688,1;87284;-30
694,1;87385;0
700,1;87345;-22
706,1;87336;-30
712,1;87332;-44
724,1;87354;-8
730,1;87372;-30
736,1;87367;-15
742,1;87367;0
748,1;87372;0
760,1;87372;21
766,1;87372;7
772,1;87367;-22
778,1;87372;-8
784,1;87367;-102
796,1;87376;-37
802,1;87376;0
808,1;87372;29
814,1;87372;-139
820,1;87376;-8
832,1;87372;-22
838,1;87376;-37
844,1;87372;-30
850,1;87372;-8
856,1;87372;-22
868,1;87376;0
874,1;87372;-22
880,1;87372;-66
886,1;87376;0
892,1;87376;-30
904,1;87376;0
910,1;87376;0
916,1;87376;-51
922,1;87376;7
928,1;87376;0
940,1;87372;-37
946,1;87376;-37
952,1;87376;0
958,1;87372;-22
964,1;87372;-22
976,1;87372;-51
982,1;87372;14
988,1;87376;43
994,1;87372;0
1000,1;87372;-66
1012,1;87376;0
1018,1;87372;-44
1024,1;87372;-22
1030,1;87372;36
1036,1;87372;0
1048,1;87376;-66
1054,1;87376;-30
1060,1;87376;0
1066,1;87372;0
1072,1;87372;-8
1084,1;87376;7
1090,1;87372;-37
1096,1;87376;-66
1102,1;87376;0
1108,1;87376;-37
1120,1;87372;0
1126,1;87367;14
1132,1;87372;29
1138,1;87376;0
1144,1;87372;-8
1156,1;87376;7
1162,1;87376;-8
1168,1;87380;-8
1174,1;87372;-30
1180,1;87376;-37
1192,1;87376;21
1198,1;87376;0
1204,1;87376;-44
1210,1;87376;-8
1216,1;87372;-37
1228,1;87376;-51
1234,1;87372;-8
1240,1;87376;-44
1246,1;87372;-8
1252,1;87376;-8
1279,1;87372;-117
1310,1;87372;-30
1330,1;87372;-8
1336,1;87367;-8
1342,1;87372;-15
1348,1;87376;-30
1360,1;87372;7
1366,1;87376;-8
1372,1;87376;0
1378,1;87372;-44
1384,1;87376;-44
1396,1;87372;-30
1402,1;87380;-44
1408,1;87376;29
1414,1;87372;-44
1420,1;87372;-51
1432,1;87376;-44
1438,1;87376;-8
1444,1;87376;-22
1450,1;87372;0
1456,1;87372;-110
1468,1;87376;-30
1474,1;87372;7
1480,1;87376;7
1486,1;87372;0
1492,1;87376;0
1504,1;87376;-8
1510,1;87376;-44
1516,1;87376;-44
1522,1;87372;-8
1528,1;87376;-37
1540,1;87376;0
1546,1;87376;7
1552,1;87376;-8
1558,1;87376;0
1564,1;87376;0
1576,1;87376;0
1582,1;87376;-30
1588,1;87372;0
1594,1;87376;0
1600,1;87376;0
1612,1;87372;-30
1618,1;87372;-8
1624,1;87372;-8
1630,1;87372;-44
1636,1;87372;-131
1648,1;87372;-22
1654,1;87376;14
1660,1;87380;-37
1666,1;87372;-8
1672,1;87376;-22
1684,1;87376;-30
1690,1;87376;-37
1696,1;87372;-160
1702,1;87376;0
