
12/06/2018;16:31:51

Y1:Position actual value [p-unit] / Y2:Torque actual value [I_N/1000]
t[ms];Y1[Position actual value [p-unit]];Y2[Torque actual value [I_N/1000]]
0,1;87451;-8
15,1;87451;-59
25,1;87451;-44
31,1;87446;0
37,1;87446;7
43,1;87446;-30
49,1;87451;14
61,1;87446;-37
67,1;87451;-30
73,1;87446;0
79,1;87451;-8
85,1;87451;-8
97,1;87446;29
103,1;87451;14
109,1;87451;-22
115,1;87451;7
121,1;87446;-8
133,1;87442;-66
139,1;87451;-102
145,1;87451;0
151,1;87451;-59
157,1;87451;-22
169,1;87442;-168
175,1;87446;-15
181,1;87446;21
187,1;87451;-73
193,1;87451;43
205,1;87451;36
211,1;87446;-37
217,1;87446;-22
223,1;87451;14
229,1;87446;79
241,1;87451;-15
247,1;87451;-66
253,1;87451;7
280,1;87451;-22
289,1;87446;-51
301,1;87451;-22
307,1;87446;-80
313,1;87446;7
325,1;87451;0
331,1;87446;-22
337,1;87451;-66
343,1;87446;-22
349,1;87446;-117
361,1;87451;50
367,1;87446;-37
373,1;87446;-15
379,1;87451;-8
385,1;87451;-37
397,1;87451;-30
403,1;87451;-8
409,1;87446;7
415,1;87451;-22
421,1;87451;-59
433,1;87446;-8
439,1;87446;-51
445,1;87451;0
451,1;87451;0
457,1;87446;-8
469,1;87446;0
475,1;87446;-22
481,1;87451;-37
487,1;87451;-22
493,1;87446;-15
505,1;87451;-22
511,1;87451;-117
517,1;87446;-30
523,1;87451;-8
529,1;87455;0
541,1;87446;-37
547,1;87446;0
553,1;87451;0
559,1;87455;-8
565,1;87446;0
577,1;87446;-37
583,1;87451;0
589,1;87455;0
595,1;87455;-37
601,1;87446;7
613,1;87446;-8
619,1;87446;0
625,1;87446;7
631,1;87451;-37
637,1;87451;0
649,1;87446;-8
655,1;87451;0
661,1;87446;-73
667,1;87446;-80
673,1;87451;21
685,1;84300;-866
697,1;73516;-779
717,1;43110;-495
721,1;35424;-524
728,1;21985;-531
733,1;10305;-582
739,1;-3730;-1084
745,1;-9008;-44
780,1;13113;-73
781,1;14308;29
787,1;18979;50
793,1;23831;0
805,1;34237;0
811,1;39678;-59
817,1;45404;21
823,1;51249;7
829,1;57273;36
841,1;69952;-8
847,1;76557;65
853,1;83276;-73
859,1;87016;-37
865,1;85754;0
877,1;85311;-15
883,1;85640;-59
889,1;85965;36
895,1;86603;-37
901,1;87473;0
913,1;87358;-22
919,1;87341;-44
925,1;87416;-37
931,1;87446;7
937,1;87411;0
949,1;87446;14
955,1;87433;0
961,1;87429;-51
967,1;87433;-44
973,1;87437;-8
985,1;87437;-37
991,1;87442;-22
997,1;87437;0
1003,1;87446;-15
1009,1;87446;-22
1021,1;87433;-44
1045,1;87446;-22
1063,1;87442;-37
1069,1;87446;-37
1075,1;87446;-110
1081,1;87442;29
1087,1;87433;-44
1099,1;87451;0
1105,1;87446;-37
1111,1;87442;0
1117,1;87437;-15
1123,1;87442;0
1135,1;87442;7
1141,1;87442;-8
1147,1;87446;-22
1153,1;87446;29
1159,1;87442;-22
1171,1;87446;-8
1177,1;87446;-153
1183,1;87451;-8
1189,1;87442;-8
1195,1;87446;7
1207,1;87446;7
1213,1;87451;-22
1219,1;87446;14
1225,1;87442;-117
1231,1;87442;-37
1243,1;87446;-37
1249,1;87442;-66
1255,1;87451;-37
1261,1;87442;0
1267,1;87446;-8
1279,1;87442;7
1285,1;87442;-8
1291,1;87446;-66
1297,1;87451;7
1303,1;87446;-30
1315,1;87442;-59
1321,1;87442;36
1327,1;87446;-8
1333,1;87446;0
1339,1;87446;0
1351,1;87442;-8
1357,1;87446;29
1363,1;87451;0
1369,1;87446;0
1375,1;87442;0
1387,1;87442;-37
1393,1;87451;-8
1399,1;87446;-8
1405,1;87446;-8
1411,1;87446;0
1423,1;87446;0
1429,1;87446;-51
1435,1;87446;-22
1441,1;87446;-37
1447,1;87446;0
1459,1;87446;7
1465,1;87442;-66
1471,1;87451;14
1477,1;87446;-15
1483,1;87446;0
1495,1;87446;0
1501,1;87451;0
1507,1;87442;36
1513,1;87442;-44
1519,1;87442;-22
1531,1;87451;7
1537,1;87446;-59
1543,1;87446;0
1549,1;87442;-95
1555,1;87442;7
1567,1;87442;0
1573,1;87442;7
1579,1;87442;-37
1585,1;87446;0
1591,1;87442;-8
1603,1;87446;14
1609,1;87446;0
1615,1;87446;-22
1621,1;87442;0
1627,1;87446;-22
1639,1;87446;0
1645,1;87446;-30
1651,1;87442;7
1657,1;87446;7
1663,1;87442;-8
1675,1;87442;14
1681,1;87446;-15
1687,1;87446;0
1693,1;87446;0
1699,1;87446;0
1711,1;87446;-8
1717,1;87446;-37
1723,1;87446;-15
1729,1;87446;0
1735,1;87446;0
1747,1;87446;0
1753,1;87446;-37
1759,1;87442;7
1765,1;87446;79
1771,1;87446;7
1783,1;87446;-22
1809,1;87446;43
1813,1;87446;-59
1831,1;87446;7
1837,1;87442;0
1843,1;87446;58
1856,1;87446;-22
1867,1;87446;36
1873,1;87446;-37
1879,1;87446;-22
1885,1;87446;-51
1891,1;87446;0
1903,1;87451;-37
1909,1;87442;-37
1915,1;87442;0
