
12/06/2018;16:36:44

Y1:Position actual value [p-unit] / Y2:Torque actual value [I_N/1000]
t[ms];Y1[Position actual value [p-unit]];Y2[Torque actual value [I_N/1000]]
859,1;87442;-22
865,1;87442;-37
871,1;87442;0
877,1;87442;-37
883,1;87442;-30
895,1;87442;-15
901,1;87442;0
907,1;87442;-22
913,1;87437;7
919,1;87437;-37
931,1;87442;7
937,1;87442;-22
943,1;87442;36
949,1;87442;0
955,1;87442;0
967,1;87446;-30
973,1;87437;-22
979,1;87442;14
985,1;87442;-44
991,1;87442;-66
1003,1;87442;0
1009,1;87442;0
1015,1;87442;-30
1021,1;87442;21
1027,1;87437;-15
1039,1;87442;-8
1045,1;87442;-59
1051,1;87437;-88
1057,1;87446;-73
1063,1;87442;-44
1075,1;87442;21
1081,1;87437;-22
1087,1;87442;0
1093,1;87442;14
1099,1;87437;0
1111,1;87442;-59
1117,1;87442;-22
1123,1;87437;-8
1129,1;87442;-37
1135,1;87442;-30
1147,1;87442;58
1153,1;87442;-22
1159,1;87437;-22
1165,1;87442;-8
1171,1;86840;-1055
1201,1;31390;-1571
1217,1;-11100;-8
1225,1;-2878;-15
1237,1;8037;-546
1264,1;15104;-539
1280,1;7892;-539
1285,1;4082;-488
1297,1;-6143;-22
1326,1;17204;21
1327,1;17894;0
1333,1;23066;14
1339,1;28647;-59
1373,1;60706;-15
1375,1;62850;-8
1387,1;75251;145
1404,1;86343;-8
1405,1;86216;-51
1423,1;86330;-15
1429,1;86515;-15
1435,1;87033;-8
1441,1;87350;-124
1447,1;87227;-8
1459,1;87284;-8
1465,1;87407;0
1471,1;87407;-102
1477,1;87372;0
1483,1;87367;0
1495,1;87411;29
1501,1;87407;-8
1507,1;87402;7
1513,1;87385;0
1519,1;87398;-37
1531,1;87416;-8
1537,1;87411;-22
1543,1;87402;0
1557,1;87416;-8
1561,1;87402;-8
1573,1;87407;0
1579,1;87420;-59
1585,1;87424;0
1591,1;87416;-66
1597,1;87402;-51
1609,1;87420;-30
1615,1;87424;36
1621,1;87407;-44
1627,1;87402;-44
1633,1;87402;-15
1645,1;87424;-15
1651,1;87416;7
1657,1;87411;-8
1663,1;87402;-8
1669,1;87411;-15
1681,1;87416;-102
1696,1;87411;-37
1699,1;87416;-51
1705,1;87424;0
1711,1;87420;0
1723,1;87416;-37
1729,1;87416;-44
1735,1;87424;0
1741,1;87416;-44
1747,1;87429;0
1759,1;87420;-8
1765,1;87420;0
1771,1;87416;-8
1777,1;87429;21
1783,1;87424;-117
1795,1;87416;0
1801,1;87420;-37
1807,1;87420;-73
1813,1;87429;0
1819,1;87429;-15
1831,1;87411;-15
1837,1;87420;0
1843,1;87420;-37
1849,1;87420;7
1855,1;87429;-22
1867,1;87429;0
1873,1;87424;-22
1879,1;87420;7
1885,1;87420;-22
1891,1;87424;-37
1903,1;87424;7
1909,1;87424;36
1915,1;87429;58
1921,1;87429;-8
1927,1;87429;-22
1939,1;87424;36
1945,1;87424;0
1951,1;87433;0
1957,1;87429;-73
1963,1;87424;-8
1975,1;87424;0
1981,1;87429;-22
1987,1;87429;-30
1993,1;87424;21
1999,1;87424;7
2011,1;87429;7
2017,1;87424;-73
2023,1;87420;-8
2029,1;87429;-8
2035,1;87420;-8
2047,1;87424;-30
2059,1;87424;-22
2075,1;87424;-8
2077,1;87429;-22
2095,1;87420;0
2101,1;87424;-8
2107,1;87429;-44
2113,1;87420;-37
2125,1;87424;7
2131,1;87424;7
2137,1;87429;-44
2143,1;87420;-8
2149,1;87416;-22
2161,1;87420;-22
2167,1;87424;-37
2173,1;87424;7
2179,1;87420;-8
2185,1;87420;7
2197,1;87429;0
2203,1;87433;0
2209,1;87424;-8
2215,1;87420;-44
2221,1;87420;-8
2233,1;87429;-22
2239,1;87424;-8
2245,1;87429;-15
2251,1;87429;0
2257,1;87429;-8
2269,1;87429;-51
2275,1;87429;-8
2281,1;87429;-8
2287,1;87429;7
2293,1;87433;-15
2305,1;87429;0
2312,1;87424;-22
2317,1;87429;0
2323,1;87433;-44
2329,1;87433;29
2341,1;87429;-37
2347,1;87424;7
2353,1;87433;-8
2359,1;87433;21
2365,1;87429;0
2377,1;87433;0
2383,1;87429;-8
2389,1;87433;29
2395,1;87429;-44
2401,1;87429;-88
2413,1;87429;-15
2419,1;87429;58
2425,1;87429;0
2431,1;87424;-22
2437,1;87429;0
2449,1;87433;-8
2455,1;87429;0
