
12/06/2018;16:36:44

Y1:Position actual value [p-unit] / Y2:Torque actual value [I_N/1000]
t[ms];Y1[Position actual value [p-unit]];Y2[Torque actual value [I_N/1000]]
0,1;87442;-8
16,1;87442;-37
19,1;87442;-37
31,1;87442;-73
37,1;87442;0
43,1;87442;0
49,1;87442;-44
55,1;87442;0
67,1;87442;36
73,1;87442;-8
79,1;87442;-8
85,1;87437;-22
91,1;87437;-44
103,1;87442;21
109,1;87442;-8
115,1;87442;7
121,1;87442;14
127,1;87442;0
139,1;87437;-8
145,1;87442;0
151,1;87437;0
157,1;87442;0
163,1;87442;-15
175,1;87442;-15
181,1;87442;0
187,1;87437;0
193,1;87437;-22
199,1;87442;0
211,1;87446;36
217,1;87442;-22
223,1;87442;-37
229,1;87437;-30
235,1;87442;0
247,1;87446;0
253,1;87442;-37
259,1;87437;-22
265,1;87433;0
271,1;87437;0
283,1;87442;0
289,1;87442;-15
295,1;87437;-15
301,1;87442;-44
307,1;87442;-8
319,1;87442;0
325,1;87442;-8
331,1;87437;-37
337,1;87442;-15
343,1;87437;-37
355,1;87442;-8
361,1;87446;7
367,1;87437;-37
373,1;87437;-59
379,1;87442;-8
391,1;87442;36
397,1;87442;0
403,1;87437;-37
409,1;87442;36
415,1;87442;0
427,1;87442;-44
433,1;87442;-37
439,1;87442;14
445,1;87437;-153
451,1;87442;-8
463,1;87437;-102
469,1;87437;-37
475,1;87437;-8
481,1;87442;-37
487,1;87437;0
499,1;87442;-44
505,1;87437;29
511,1;87442;29
517,1;87437;0
523,1;87442;79
535,1;87437;-30
541,1;87437;7
547,1;87446;-22
553,1;87442;0
559,1;87442;58
571,1;87437;-30
577,1;87442;-30
583,1;87437;0
589,1;87442;7
595,1;87442;14
624,1;87442;7
625,1;87437;-117
643,1;87437;0
649,1;87442;58
655,1;87437;7
661,1;87442;0
667,1;87442;-22
679,1;87437;-22
685,1;87442;-37
691,1;87437;-15
697,1;87442;0
703,1;87437;7
715,1;87437;0
721,1;87442;7
727,1;87442;-22
733,1;87442;-22
739,1;87442;0
751,1;87437;7
757,1;87437;-73
763,1;87437;0
769,1;87437;0
775,1;87442;0
787,1;87442;-88
793,1;87442;29
799,1;87437;-8
805,1;87442;-30
811,1;87442;0
823,1;87442;14
829,1;87442;36
835,1;87442;7
841,1;87442;-22
847,1;87437;-37
