
12/06/2018;16:36:26

Y1:Position actual value [p-unit] / Y2:Torque actual value [I_N/1000]
t[ms];Y1[Position actual value [p-unit]];Y2[Torque actual value [I_N/1000]]
0,1;87442;-22
6,1;87442;0
12,1;87433;-8
18,1;87446;-22
24,1;87437;14
30,1;87442;14
42,1;87442;-22
48,1;87442;0
54,1;87442;-8
60,1;87437;-30
66,1;87442;29
78,1;87442;0
84,1;87442;0
90,1;87442;-30
96,1;87442;-22
102,1;87442;-15
114,1;87437;-44
120,1;87442;0
126,1;87437;-37
132,1;87437;7
138,1;87437;-8
156,1;87437;0
162,1;87437;-8
168,1;87442;-37
174,1;87442;-8
186,1;87442;0
192,1;87442;-44
198,1;87442;21
204,1;87442;0
210,1;87442;-30
222,1;87437;0
228,1;87437;-8
234,1;87437;36
240,1;87442;-8
246,1;87442;7
258,1;87442;-44
264,1;87442;-37
270,1;87442;14
276,1;87442;0
282,1;87442;0
294,1;87437;-8
300,1;87442;-22
306,1;87442;-8
312,1;87442;-22
318,1;87442;0
330,1;87437;-8
336,1;87442;-37
342,1;87437;-8
348,1;87442;-73
354,1;87437;0
366,1;87437;-8
372,1;87442;-22
378,1;87437;36
384,1;87442;-8
390,1;87442;-44
402,1;87442;0
408,1;87442;7
414,1;87442;-37
420,1;87442;-37
426,1;87437;-22
438,1;87437;-44
444,1;87442;21
450,1;87437;7
456,1;87442;-8
462,1;87437;-73
474,1;87442;-8
480,1;87442;0
486,1;87442;0
492,1;87442;-44
498,1;87442;-22
510,1;87437;21
516,1;87442;-15
522,1;87442;0
528,1;87437;-8
534,1;87442;0
546,1;87442;-30
552,1;87437;-59
558,1;87437;0
564,1;87442;-22
570,1;87437;21
582,1;87437;7
588,1;87442;-44
594,1;87442;-37
600,1;87446;-59
606,1;87442;0
618,1;87437;21
624,1;87442;-8
630,1;87442;-22
636,1;87437;-44
642,1;87437;-95
670,1;87442;-51
672,1;87437;29
678,1;87442;-30
696,1;87442;7
702,1;87437;-8
708,1;87442;7
714,1;87442;21
720,1;87442;-8
732,1;87442;-66
738,1;87442;0
744,1;87442;36
750,1;87437;-22
756,1;87442;0
768,1;87442;-30
774,1;87442;14
780,1;87442;14
786,1;87437;-8
792,1;87437;0
804,1;87442;-22
810,1;87437;-37
816,1;87442;-51
822,1;87442;7
828,1;87442;0
840,1;87442;-8
846,1;87442;-44
852,1;87442;-30
858,1;87442;-8
864,1;87442;-66
876,1;87442;-8
882,1;87442;36
888,1;87442;-37
894,1;87442;-37
900,1;87442;-30
912,1;87442;0
918,1;87437;-30
924,1;87442;-8
930,1;87437;-37
936,1;87437;7
948,1;87442;-44
954,1;87437;0
960,1;87442;0
966,1;87437;-59
972,1;87442;-30
984,1;87442;-8
990,1;87437;-15
996,1;87442;14
1002,1;87437;-8
1008,1;87442;0
1020,1;87442;-22
1026,1;87442;-44
1032,1;87437;-15
1038,1;87437;-22
1044,1;87398;-1288
1062,1;69297;-1644
1076,1;33530;-859
1080,1;19234;-633
1092,1;-11069;-728
1098,1;-5923;-59
1123,1;14919;-44
1128,1;19806;29
1140,1;30181;-44
1146,1;35604;43
1152,1;41097;29
1158,1;46858;-51
1164,1;52598;0
1176,1;64476;-8
1182,1;70642;21
1188,1;76851;0
1194,1;83526;-22
1200,1;87016;-80
1212,1;85385;-80
1218,1;85368;7
1224,1;85658;-30
1230,1;85961;-15
1236,1;86572;36
1248,1;87416;65
1254,1;87367;0
1260,1;87372;36
1266,1;87411;0
1272,1;87446;36
1284,1;87398;-22
1290,1;87433;0
1296,1;87437;-15
1302,1;87420;14
1308,1;87416;-8
1320,1;87424;0
1326,1;87433;-15
1332,1;87433;0
1338,1;87429;-8
1344,1;87433;-95
1356,1;87437;0
1362,1;87424;-8
1368,1;87429;-51
1374,1;87424;0
1403,1;87429;-30
1406,1;87429;29
1416,1;87433;-44
1422,1;87429;-37
1428,1;87433;0
1434,1;87437;0
1440,1;87437;-139
1446,1;87429;-8
1452,1;87429;0
1458,1;87433;21
1464,1;87429;-22
1470,1;87433;-44
1476,1;87433;-37
1482,1;87433;-8
1488,1;87429;-15
1494,1;87429;-8
1500,1;87429;-44
1506,1;87433;-66
1512,1;87437;7
1518,1;87437;7
1524,1;87433;-8
1530,1;87433;-30
1536,1;87437;-15
1542,1;87433;-51
1548,1;87433;14
1554,1;87437;-8
1560,1;87433;-22
1566,1;87437;-59
1572,1;87433;-8
1578,1;87433;-8
1584,1;87437;-15
1590,1;87433;7
1596,1;87433;-8
1602,1;87437;-51
1608,1;87433;-44
1614,1;87433;-8
1620,1;87433;0
1626,1;87433;-30
1632,1;87433;-30
1638,1;87433;-44
1644,1;87433;21
1650,1;87433;-8
1656,1;87429;36
1662,1;87437;36
1668,1;87433;-37
1674,1;87433;-22
1680,1;87433;14
1686,1;87437;-22
1692,1;87437;-44
1698,1;87433;21
1704,1;87437;-44
1710,1;87433;21
1716,1;87437;7
1722,1;87437;-37
1728,1;87433;-44
1734,1;87437;0
1740,1;87433;14
1746,1;87437;14
1752,1;87437;7
1758,1;87437;-37
1764,1;87437;-22
1770,1;87437;-44
1776,1;87433;-22
1782,1;87433;7
1788,1;87437;-15
1794,1;87437;-44
1800,1;87433;0
1806,1;87437;-44
1812,1;87433;-22
1818,1;87437;43
1824,1;87437;0
1830,1;87433;0
1836,1;87437;-44
1842,1;87437;-37
1848,1;87433;0
1854,1;87442;29
1860,1;87433;-8
1866,1;87437;29
1872,1;87442;0
1878,1;87437;0
1884,1;87442;7
1890,1;87437;7
1896,1;87437;0
1902,1;87437;36
1908,1;87437;-22
1914,1;87442;-30
1920,1;87433;0
1926,1;87437;7
1932,1;87442;29
1938,1;87437;7
1944,1;87437;-37
1950,1;87433;-30
1956,1;87442;-22
1962,1;87437;-44
1968,1;87437;0
1974,1;87437;-30
1980,1;87437;7
1986,1;87437;-8
1992,1;87437;-15
1998,1;87437;-102
2004,1;87437;7
2010,1;87433;-22
2016,1;87437;-8
2022,1;87437;36
2028,1;87437;-22
2034,1;87437;-22
2040,1;87433;-15
2046,1;87437;-8
2052,1;87437;0
2058,1;87437;0
2064,1;87442;14
2070,1;87437;0
2076,1;87433;-37
2082,1;87433;-44
2088,1;87442;0
2094,1;87437;-44
2100,1;87437;-22
2106,1;87433;7
2112,1;87433;-37
2118,1;87437;-22
2124,1;87442;14
2130,1;87433;14
2136,1;87433;0
2142,1;87437;-22
2168,1;87437;-44
2172,1;87437;14
2190,1;87437;0
2196,1;87442;14
2202,1;87442;-37
2208,1;87437;-8
2214,1;87437;-37
