
12/06/2018;16:40:28

Y1:Position actual value [p-unit] / Y2:Torque actual value [I_N/1000]
t[ms];Y1[Position actual value [p-unit]];Y2[Torque actual value [I_N/1000]]
1397,1;87372;-15
1403,1;87372;-8
1409,1;87372;-37
1415,1;87376;-8
1427,1;87372;-30
1433,1;87372;-88
1439,1;87372;-30
1445,1;87367;-37
1451,1;87367;-139
1463,1;87376;0
1469,1;87372;-102
1475,1;87372;-22
1481,1;87372;0
1487,1;87372;-37
1499,1;87372;-44
1505,1;87372;-22
1511,1;87372;-37
1517,1;87372;0
1523,1;87372;14
1535,1;87372;-8
1541,1;87372;-37
1547,1;87367;-73
1553,1;87372;-51
1559,1;87367;-37
1571,1;87376;-44
1577,1;87372;29
1583,1;87372;-8
1589,1;87372;-22
1595,1;87372;-37
1607,1;87372;-22
1613,1;87372;-22
1619,1;87376;-44
1625,1;87372;14
1631,1;87372;36
1643,1;87367;-44
1649,1;87372;0
1655,1;87372;7
1661,1;87372;0
1667,1;87372;0
1679,1;87376;-88
1685,1;87372;0
1691,1;87372;0
1697,1;87372;-8
1703,1;87372;7
1715,1;87372;-30
1721,1;87372;-44
1727,1;87372;-37
1733,1;87376;0
1739,1;87376;0
1751,1;87376;0
1757,1;87376;-22
1763,1;87372;-8
1769,1;87376;-66
1775,1;87372;-37
1787,1;87376;-44
1793,1;87372;0
1799,1;87372;-22
1805,1;87376;-30
1811,1;87367;-15
1823,1;87372;-22
1829,1;87367;-44
1835,1;87376;-37
1841,1;87372;0
1847,1;87376;-8
1859,1;87372;-8
1865,1;87372;-30
1871,1;87376;-44
1877,1;87372;0
1883,1;87372;-37
1895,1;87372;0
1901,1;87372;-30
1907,1;87372;-22
1913,1;87367;14
1919,1;87376;-8
1931,1;87372;7
1937,1;87372;0
1943,1;87376;7
1949,1;87376;0
1955,1;87372;-73
1967,1;87372;-22
1979,1;87372;-8
1996,1;87372;-30
1997,1;87376;-37
2015,1;87376;-30
2021,1;87372;0
2027,1;87372;-22
2033,1;87372;-80
2045,1;87376;-22
2053,1;87372;0
2057,1;87372;-8
2063,1;87376;-37
2069,1;87372;-8
2081,1;87372;-88
2087,1;87372;-8
2093,1;87372;0
2099,1;87372;14
2105,1;87372;0
2117,1;87376;-22
2123,1;87372;-30
2129,1;87372;-22
2135,1;87372;7
2141,1;87376;-22
2153,1;87372;-22
2159,1;87372;0
2165,1;87372;-66
2171,1;87372;-44
2177,1;87376;7
2189,1;87376;-22
2195,1;87380;-59
2201,1;87376;-22
2207,1;87376;7
2213,1;87376;7
2225,1;87372;29
2231,1;87372;-15
2237,1;87376;-8
2243,1;87376;43
2249,1;87376;14
2261,1;87372;7
2267,1;87372;0
2273,1;87372;-8
2279,1;87376;7
2285,1;87372;0
2297,1;87372;29
2303,1;87372;7
2309,1;87376;-22
2315,1;87372;-22
2321,1;87367;-37
2333,1;87372;-22
2339,1;87376;21
2345,1;87372;-66
2351,1;87376;21
2357,1;87380;-37
2369,1;87367;0
2375,1;87372;-30
