
12/06/2018;16:40:42

Y1:Position actual value [p-unit] / Y2:Torque actual value [I_N/1000]
t[ms];Y1[Position actual value [p-unit]];Y2[Torque actual value [I_N/1000]]
0,1;87376;-44
16,1;87372;-15
22,1;87376;-22
27,1;87372;-59
34,1;87376;-37
39,1;87372;-44
51,1;87376;-30
57,1;87372;-102
64,1;87376;-110
69,1;87376;-59
75,1;87376;14
88,1;87380;-44
93,1;87376;-22
99,1;87372;7
105,1;87367;-117
112,1;87372;21
123,1;87372;-22
130,1;87376;-8
135,1;87372;-37
141,1;87372;-8
147,1;87376;-22
160,1;87372;-8
166,1;87376;-37
171,1;87376;-22
177,1;87376;-117
183,1;87367;-44
195,1;87367;-37
201,1;87372;-37
207,1;87372;-22
213,1;87372;7
219,1;87376;-22
231,1;87372;7
238,1;87372;-8
243,1;87372;-8
249,1;87372;-37
255,1;87372;0
267,1;87372;-22
273,1;87372;29
279,1;87372;-22
286,1;87372;-44
292,1;87372;0
303,1;87372;0
310,1;87372;-15
315,1;87376;-30
321,1;87372;-8
327,1;87367;0
339,1;87376;0
346,1;87376;-8
351,1;87372;-8
357,1;87372;-51
363,1;87372;-8
375,1;87372;-37
387,1;87372;-110
405,1;87372;21
412,1;87372;-30
424,1;87372;-51
429,1;87376;-22
435,1;87372;-22
447,1;87380;7
453,1;87372;0
459,1;87376;-44
466,1;87372;14
471,1;87372;0
484,1;87372;7
489,1;87372;-22
495,1;87372;-30
501,1;87376;-30
507,1;87372;-44
519,1;87376;-37
525,1;87376;0
532,1;87372;-8
537,1;87367;43
544,1;87372;-22
555,1;87372;7
561,1;87372;-73
568,1;87372;-37
573,1;87372;0
579,1;87376;7
591,1;87376;7
597,1;87372;-30
603,1;87372;-15
609,1;87372;-59
616,1;87372;-22
627,1;87376;0
633,1;87376;-37
639,1;87376;0
645,1;87372;-22
651,1;87372;0
664,1;87376;-30
670,1;87372;-30
675,1;87372;-51
681,1;87376;0
687,1;87372;0
699,1;87376;0
705,1;87372;-44
712,1;87372;-37
717,1;87376;-8
723,1;87376;-44
736,1;87372;-37
741,1;87372;0
747,1;87372;-8
753,1;87372;-8
759,1;87372;-37
771,1;87372;0
777,1;87372;36
784,1;87372;-37
790,1;87372;-37
795,1;87376;-37
807,1;87372;-44
814,1;87376;29
819,1;87372;-30
825,1;87372;-44
831,1;87376;-37
843,1;87376;-95
849,1;87372;-51
855,1;87372;-15
862,1;87372;-44
867,1;87376;-30
879,1;87376;-37
885,1;87372;7
891,1;87372;-37
897,1;87376;36
903,1;87380;-30
915,1;87372;-8
922,1;87376;-22
927,1;87372;0
933,1;87372;-8
939,1;87372;-15
951,1;87367;-73
957,1;87024;-1273
982,1;43088;-1819
988,1;22623;-1222
1000,1;-12208;65
1011,1;3792;0
1045,1;31605;-190
1054,1;34879;-233
1060,1;36259;-226
1066,1;36962;-190
1072,1;37050;-255
1077,1;36742;-284
1107,1;29702;-291
1126,1;22508;-262
1131,1;20074;-153
1138,1;16918;-197
1149,1;9975;-328
1156,1;6042;-226
1168,1;-1981;-211
1201,1;10037;14
1203,1;11830;-8
1215,1;20162;43
1231,1;32361;14
1239,1;39458;-15
1245,1;44723;0
1252,1;50383;43
1257,1;56069;-73
1263,1;61980;-51
1276,1;74649;94
1292,1;86453;-44
1293,1;86159;123
1300,1;85653;21
1305,1;85776;-37
1317,1;86317;0
1323,1;86813;14
1329,1;87363;-37
1335,1;87262;-8
1341,1;87292;-30
1353,1;87372;7
1360,1;87376;-37
1365,1;87367;-22
1371,1;87354;-22
1377,1;87358;-37
1389,1;87367;29
1396,1;87367;-22
1401,1;87363;29
1407,1;87372;0
1413,1;87367;-22
1425,1;87376;-22
1431,1;87372;36
1437,1;87363;14
1444,1;87363;-73
1449,1;87363;0
1461,1;87376;-59
1468,1;87367;0
1473,1;87372;-22
1479,1;87372;-8
1486,1;87363;-59
1497,1;87367;0
1503,1;87367;-8
1509,1;87367;-8
1515,1;87372;-44
1521,1;87372;-59
1534,1;87372;-88
1540,1;87376;-95
1545,1;87372;-8
1551,1;87367;-22
1557,1;87367;7
1570,1;87376;0
1575,1;87376;-30
1581,1;87376;-8
1587,1;87372;0
1594,1;87367;-30
1606,1;87367;-37
1611,1;87367;-8
1617,1;87372;36
1623,1;87367;-44
1629,1;87376;-8
1642,1;87372;-22
1647,1;87372;-22
1654,1;87372;0
1659,1;87372;7
1665,1;87367;-44
1677,1;87367;-22
1683,1;87372;-22
1690,1;87376;-22
1695,1;87367;-37
1701,1;87372;-8
1713,1;87372;-73
1719,1;87367;-22
1725,1;87372;-8
1732,1;87372;-15
1738,1;87372;-15
1750,1;87367;-37
1755,1;87367;0
1761,1;87367;-8
1767,1;87372;0
1773,1;87372;14
1786,1;87372;7
1791,1;87372;7
1797,1;87372;0
1803,1;87372;-22
1809,1;87367;-37
1821,1;87372;-30
1827,1;87372;14
1834,1;87372;-22
1839,1;87372;-44
1845,1;87367;-44
1858,1;87367;0
1863,1;87372;0
1869,1;87376;-146
1875,1;87372;7
1882,1;87372;-44
1893,1;87372;-8
1899,1;87376;-37
1906,1;87372;14
1917,1;87372;-22
1949,1;87367;-37
1957,1;87372;-44
1981,1;87376;0
1997,1;87367;58
2017,1;87372;-73
2020,1;87372;-22
2026,1;87372;-8
2031,1;87372;0
2037,1;87372;-22
2043,1;87372;-37
2049,1;87367;-30
2055,1;87376;21
2062,1;87372;0
2068,1;87372;-88
2073,1;87372;43
2079,1;87372;-8
2085,1;87372;0
2091,1;87367;-51
2097,1;87372;-8
2103,1;87372;-30
2109,1;87372;-30
2115,1;87367;-44
2122,1;87372;0
2128,1;87367;0
2133,1;87372;-8
2140,1;87372;0
2146,1;87372;-22
2151,1;87367;-66
2157,1;87372;0
2163,1;87372;-22
2170,1;87367;-22
2175,1;87372;-30
2181,1;87372;0
2187,1;87372;0
2194,1;87372;-22
2199,1;87372;-37
2205,1;87372;-8
2211,1;87372;7
2218,1;87376;0
2223,1;87372;-37
2229,1;87372;-37
2235,1;87372;-8
2241,1;87372;7
2248,1;87372;14
2253,1;87372;7
2259,1;87372;-37
2266,1;87372;-8
2272,1;87372;7
2277,1;87372;-30
2283,1;87372;-8
2289,1;87372;-8
2304,1;87372;-44
2307,1;87376;29
2314,1;87372;0
2320,1;87372;-8
2326,1;87376;-22
2332,1;87372;-8
2338,1;87372;-8
2343,1;87372;43
2349,1;87372;-37
2356,1;87376;-51
2361,1;87372;-22
2367,1;87372;43
2373,1;87372;-8
2379,1;87372;-22
2386,1;87372;7
2391,1;87372;-30
2397,1;87372;-30
