
12/06/2018;16:38:58

Y1:Position actual value [p-unit] / Y2:Torque actual value [I_N/1000]
t[ms];Y1[Position actual value [p-unit]];Y2[Torque actual value [I_N/1000]]
0,1;87398;7
10,1;87394;65
19,1;87394;0
22,1;87398;14
28,1;87394;-139
34,1;87398;-22
46,1;87389;65
52,1;87394;7
58,1;87394;7
64,1;87398;-22
70,1;87394;-44
82,1;87394;-37
88,1;87394;36
94,1;87394;-44
100,1;87394;-8
106,1;87394;-59
118,1;87394;7
124,1;87394;14
130,1;87394;7
136,1;87394;-8
142,1;87398;-110
154,1;87394;-37
160,1;87394;-22
166,1;87394;14
172,1;87394;-22
178,1;87394;-8
190,1;87394;-8
196,1;87389;-37
202,1;87389;-30
208,1;87389;7
214,1;87394;7
226,1;87389;-59
232,1;87389;-59
238,1;87389;0
244,1;87394;0
250,1;87394;7
262,1;87389;-8
268,1;87394;-37
274,1;87389;-15
280,1;87394;7
286,1;87394;-15
298,1;87394;7
304,1;87394;-95
310,1;87394;-22
316,1;87394;14
322,1;87394;-8
334,1;87394;-22
340,1;87398;7
346,1;87389;50
352,1;87394;-88
358,1;87394;-131
370,1;87389;-8
376,1;87394;-8
382,1;87394;-51
388,1;87394;0
394,1;87394;-22
406,1;87394;0
412,1;87394;7
418,1;87394;-30
424,1;87394;-37
430,1;87394;-8
442,1;87394;-22
448,1;87394;-22
454,1;87394;-37
460,1;87394;-37
466,1;87394;7
478,1;87398;0
484,1;87394;0
490,1;87389;-30
496,1;87389;0
502,1;87394;-37
514,1;87394;-8
520,1;87398;0
526,1;87394;0
532,1;87394;0
538,1;87394;-8
550,1;87398;0
556,1;87394;-8
562,1;87394;-44
574,1;87394;0
593,1;87394;-37
598,1;87394;0
610,1;87389;-37
622,1;87394;36
628,1;87394;-37
634,1;87394;0
640,1;87394;-124
646,1;87394;-88
658,1;87389;-22
664,1;87394;-8
670,1;87389;0
676,1;87394;-8
682,1;87394;-15
694,1;87394;-22
700,1;87394;-15
706,1;87398;7
712,1;87394;-8
718,1;87394;0
730,1;87394;-22
736,1;87389;29
742,1;87398;0
748,1;87394;-30
754,1;87394;0
766,1;87394;-30
772,1;87394;7
778,1;87394;0
784,1;87394;0
790,1;87394;7
802,1;87394;0
808,1;87398;-37
814,1;87389;21
820,1;87394;-37
826,1;87389;0
838,1;87398;-8
844,1;87394;-8
850,1;87394;14
856,1;87389;-80
862,1;87389;-8
874,1;87394;-37
880,1;87394;7
886,1;87389;7
892,1;87394;-8
898,1;87389;0
910,1;87394;14
916,1;87394;36
922,1;87398;-30
928,1;87394;-37
934,1;87394;-22
946,1;87394;-22
952,1;87398;0
958,1;87394;-30
964,1;87389;-59
970,1;87394;7
982,1;87394;21
988,1;87024;-1106
1000,1;77484;-1666
1014,1;44912;-2066
1025,1;2056;-1142
1030,1;-12414;-2146
1036,1;-8969;-15
1061,1;17270;-553
1066,1;20540;-495
1072,1;22833;-495
1078,1;23699;-510
1084,1;23550;-408
1096,1;20645;-539
1102,1;18030;-400
1108,1;14559;-459
1114,1;10489;-430
1120,1;5633;-502
1132,1;-5396;-364
1138,1;-7013;-15
1150,1;1199;36
1156,1;6407;-22
1168,1;17459;0
1174,1;23145;43
1180,1;28845;-59
1186,1;34584;0
1192,1;40486;29
1204,1;52721;0
1210,1;58882;36
1216,1;65373;-66
1222,1;71978;14
1228,1;78534;-15
1240,1;86510;-8
1246,1;85579;-22
1252,1;85583;-95
1258,1;85706;-73
1264,1;85869;-51
1276,1;87007;-8
1282,1;87354;0
1288,1;87336;0
1294,1;87354;7
1300,1;87398;-59
1312,1;87363;-22
1318,1;87380;65
1324,1;87358;-73
1330,1;87354;-30
1357,1;87367;-22
1373,1;87376;-8
1392,1;87372;21
1402,1;87376;-22
1408,1;87367;36
1414,1;87372;36
1420,1;87376;-30
1426,1;87372;-22
1438,1;87372;0
1444,1;87376;-22
1450,1;87376;-8
1456,1;87376;-8
1462,1;87372;-37
1474,1;87372;0
1480,1;87376;-44
1486,1;87372;0
1492,1;87372;-30
1498,1;87367;0
1510,1;87372;-30
1516,1;87367;-8
1522,1;87376;36
1528,1;87372;-8
1534,1;87376;7
1546,1;87372;7
1552,1;87372;-15
1558,1;87372;-8
1564,1;87376;29
1570,1;87376;0
1582,1;87376;-8
1588,1;87376;0
1594,1;87372;7
1600,1;87372;0
1606,1;87372;-8
1618,1;87380;-22
1624,1;87376;-73
