
13/06/2018;17:19:50

Y1:Position actual value [p-unit] / Y2:Velocity actual value [v-unit] / Y3:Torque actual value [I_N/1000] / Y4:AnIn 7 scaled value 
t[ms];Y1[Position actual value [p-unit]];Y2[Velocity actual value [v-unit]];Y3[Torque actual value [I_N/1000]];Y4[AnIn 7 scaled value ]
939,1;87354;-1;-44;1029
945,1;87354;0;0;1033
957,1;87350;-1;-44;1030
963,1;87354;2;-37;1035
969,1;87350;0;-8;1038
975,1;87350;-1;0;1034
987,1;87082;-86;-1077;4245
999,1;78481;-1076;-939;3543
1030,1;24965;-2131;-473;1125
1035,1;12357;-2192;-364;1084
1041,1;-1059;-2291;-408;1052
1047,1;-8714;-780;65;1043
1076,1;9949;760;-30;1027
1078,1;11012;762;-95;1024
1089,1;20206;811;-131;1030
1096,1;26020;866;14;1024
1101,1;30568;886;-22;1024
1107,1;36035;931;-37;1031
1119,1;47724;994;-22;1022
1125,1;53600;1008;-15;1025
1131,1;59809;1041;0;1029
1143,1;73050;1131;-15;1027
1149,1;79650;1100;7;1029
1155,1;86651;1159;58;1024
1167,1;85302;-121;-15;1034
1173,1;85333;-7;-44;1031
1179,1;85385;35;-66;1029
1185,1;85548;31;36;1036
1197,1;86963;175;0;1031
1203,1;87314;2;-66;1036
1209,1;87301;-11;0;1034
1221,1;87367;29;29;1033
1227,1;87271;-17;0;1038
1233,1;87358;3;0;1032
1239,1;87367;-1;-59;1028
1251,1;87358;-3;-15;1037
1257,1;87358;-3;-8;1032
1263,1;87363;0;-22;1036
1275,1;87363;-1;-37;1035
1281,1;87372;0;0;1035
1287,1;87367;0;-8;1036
1293,1;87363;0;7;1036
1305,1;87363;-1;-59;1034
1311,1;87363;0;-59;1035
1317,1;87363;0;-73;1034
1330,1;87367;0;-30;1036
1335,1;87367;0;7;1032
1341,1;87367;0;-30;1029
1353,1;87367;1;-30;1036
1373,1;87363;0;-8;1036
1377,1;87363;0;29;1030
1395,1;87367;-1;21;1032
1401,1;87367;-1;0;1031
1407,1;87367;0;-15;1033
1413,1;87367;-2;7;1033
1419,1;87367;0;-8;1030
1425,1;87372;0;-37;1037
1437,1;87367;0;0;1031
1443,1;87363;0;0;1033
1449,1;87367;0;21;1037
1461,1;87367;0;29;1031
1467,1;87367;0;-8;1035
1473,1;87367;1;-59;1035
1479,1;87358;-1;-44;1031
1491,1;87372;0;-73;1036
1497,1;87367;-1;0;1032
1503,1;87367;0;-22;1037
1515,1;87367;0;-30;1033
1521,1;87367;0;-44;1033
1527,1;87372;0;-8;1036
1533,1;87367;0;-8;1036
1545,1;87372;0;-30;1036
1551,1;87372;2;0;1033
1557,1;87372;0;-30;1029
1569,1;87367;0;-30;1037
1575,1;87367;0;-30;1034
1581,1;87372;1;-8;1033
1593,1;87367;1;-37;1037
1599,1;87372;0;-15;1033
1605,1;87367;0;0;1037
1611,1;87367;0;-117;1037
1623,1;87367;-2;21;1037
1629,1;87372;0;-30;1038
1635,1;87363;-2;43;1034
1647,1;87367;1;-117;1033
1653,1;87367;0;-30;1034
1659,1;87372;0;-30;1026
1665,1;87367;0;-37;1031
1677,1;87367;0;-44;1029
1683,1;87367;1;-8;1034
1689,1;87372;0;-44;1037
1701,1;87367;-2;21;1028
1707,1;87367;0;0;1035
1713,1;87363;-3;-15;1032
1719,1;87372;0;-37;1028
1731,1;87372;0;-30;1035
