
13/06/2018;17:21:19

Y1:Position actual value [p-unit] / Y2:Velocity actual value [v-unit] / Y3:Torque actual value [I_N/1000] / Y4:AnIn 7 scaled value 
t[ms];Y1[Position actual value [p-unit]];Y2[Velocity actual value [v-unit]];Y3[Torque actual value [I_N/1000]];Y4[AnIn 7 scaled value ]
0,1;87358;0;-30;1036
20,1;87358;0;-15;1036
29,1;87358;0;-30;1029
35,1;87354;0;-30;1032
41,1;87354;0;50;1033
53,1;87358;0;-73;1032
59,1;87354;0;-66;1041
65,1;87358;2;-73;1039
71,1;87358;0;-30;1033
83,1;87358;1;-30;1034
89,1;87358;0;-30;1032
95,1;87354;0;-30;1032
107,1;87354;0;-30;1032
113,1;87354;1;-15;1030
119,1;87358;1;-59;1035
125,1;87358;0;-51;1037
137,1;87358;0;-15;1036
143,1;87358;0;29;1036
149,1;87354;-1;-15;1028
161,1;87358;0;-30;1036
167,1;87358;0;-30;1032
173,1;87358;0;-73;1030
179,1;87358;0;36;1035
197,1;87358;0;-73;1038
218,1;87358;0;-30;1034
227,1;87358;0;-44;1036
233,1;87358;1;-73;1034
239,1;87358;0;-44;1036
257,1;87354;0;-73;1036
263,1;87358;1;-8;1037
269,1;87358;1;-8;1031
281,1;87354;0;0;1034
287,1;87354;0;0;1034
293,1;87358;0;0;1031
299,1;87358;0;7;1037
305,1;87354;-1;-95;1034
311,1;87358;0;-59;1032
317,1;87358;0;-44;1033
329,1;87354;-1;-59;1030
335,1;87358;0;0;1036
341,1;87354;0;36;1039
353,1;87354;-2;-44;1032
359,1;87358;0;-30;1033
365,1;87358;0;0;1030
371,1;87354;-1;-37;1026
383,1;87358;1;0;1035
389,1;87354;0;-15;1033
395,1;87358;0;0;1035
407,1;87354;0;0;1033
413,1;87354;0;-8;1029
419,1;87354;0;-15;1035
425,1;87358;0;-59;1036
437,1;87358;0;-8;1038
443,1;87358;0;-8;1030
449,1;87358;0;-15;1027
461,1;87354;0;-37;1037
467,1;87354;0;7;1035
473,1;87358;1;29;1030
485,1;87363;1;-37;1034
491,1;87354;0;-8;1029
497,1;87354;0;-30;1035
503,1;87358;0;-44;1036
515,1;87354;-1;-8;1034
521,1;87354;-1;-59;1034
527,1;87358;0;7;1034
539,1;87354;0;-44;1035
545,1;87358;1;-8;1035
551,1;87363;1;-8;1031
557,1;87354;0;-59;1038
569,1;87354;0;-30;1029
575,1;87354;0;0;1032
581,1;87354;0;-37;1033
593,1;87358;0;-44;1030
599,1;87358;0;-37;1035
605,1;87358;0;7;1034
611,1;87358;0;-117;1029
623,1;87354;-1;0;1035
629,1;87354;0;43;1031
635,1;87354;-1;0;1035
647,1;87358;0;-44;1035
653,1;87354;0;-30;1031
659,1;87354;-1;0;1037
671,1;87358;0;-44;1027
677,1;87358;1;-44;1036
683,1;87354;0;7;1038
689,1;87358;0;0;1030
701,1;87354;-1;-15;1032
707,1;87358;1;-8;1033
713,1;87354;0;-30;1033
725,1;87358;1;-44;1037
731,1;87358;0;-15;1033
737,1;87354;0;0;1040
743,1;87358;1;-30;1043
755,1;87354;-1;-30;1033
761,1;87358;0;-44;1033
767,1;87358;0;0;1032
779,1;87139;-85;-1462;6236
791,1;77137;-1345;-1826;8224
797,1;64762;-2160;-1913;8597
827,1;-5835;1142;-8;2202
833,1;2091;1165;0;1652
845,1;16022;1145;-22;1207
851,1;22618;1103;-8;1122
857,1;29465;1130;-44;1079
869,1;42873;1106;0;1038
875,1;49754;1137;14;1031
881,1;56605;1174;159;1035
893,1;71037;1209;-15;1027
899,1;78134;1183;36;1029
905,1;85675;1235;58;1025
911,1;86291;-132;-146;1021
923,1;85530;15;-44;1030
929,1;85557;33;-95;1027
935,1;85706;6;7;1029
947,1;86906;154;-190;1034
959,1;87306;-13;0;1036
965,1;87323;5;-15;1034
998,1;87358;6;-30;1041
1014,1;87358;5;-37;1034
1019,1;87345;-2;-8;1041
1025,1;87354;0;-51;1035
1031,1;87350;3;0;1030
1049,1;87350;0;-37;1035
1055,1;87354;0;-8;1038
1061,1;87354;1;-37;1039
1067,1;87358;1;-8;1034
1079,1;87350;1;-44;1037
1085,1;87354;2;0;1036
1091,1;87350;0;-8;1030
1103,1;87350;0;-8;1032
1109,1;87350;0;0;1027
1115,1;87358;3;-30;1032
1121,1;87350;-1;7;1037
1127,1;87354;0;0;1035
1133,1;87350;-3;-66;1033
1139,1;87354;1;-73;1036
1151,1;87345;-1;-8;1035
1157,1;87354;0;0;1038
1163,1;87350;-1;7;1035
1175,1;87354;1;-44;1036
1181,1;87350;-2;-8;1037
1187,1;87354;0;0;1034
1193,1;87354;0;-8;1032
1205,1;87354;0;-30;1031
1211,1;87350;0;0;1028
1217,1;87354;0;-95;1033
1229,1;87354;0;-30;1034
1235,1;87350;-1;58;1039
1241,1;87354;-2;0;1039
1247,1;87358;0;-30;1029
1259,1;87354;0;-44;1032
1265,1;87354;-1;7;1032
1271,1;87358;0;-37;1028
1283,1;87358;2;-110;1035
1289,1;87345;0;-15;1029
1295,1;87354;-1;-30;1031
1307,1;87354;0;-44;1030
1313,1;87354;0;0;1028
1319,1;87350;-1;-8;1033
1325,1;87350;0;0;1031
1337,1;87354;0;-44;1034
1343,1;87354;0;-30;1034
1349,1;87350;0;-51;1031
1361,1;87358;2;-30;1037
