
13/06/2018;17:25:14

Y1:Position actual value [p-unit] / Y2:Velocity actual value [v-unit] / Y3:Torque actual value [I_N/1000] / Y4:AnIn 7 scaled value 
t[ms];Y1[Position actual value [p-unit]];Y2[Velocity actual value [v-unit]];Y3[Torque actual value [I_N/1000]];Y4[AnIn 7 scaled value ]
1664,1;87407;0;-73;33
1670,1;87407;0;-30;27
1676,1;87411;0;0;31
1682,1;87411;0;-30;28
1688,1;87411;0;-44;28
1694,1;87407;-1;-8;23
1706,1;87411;1;-30;26
1712,1;87411;1;7;24
1718,1;87411;0;-30;28
1730,1;87411;0;-59;23
1738,1;87407;-1;-66;27
1742,1;87407;-1;43;27
1748,1;87407;0;-30;22
1760,1;87411;1;0;30
1766,1;87407;0;-8;29
1772,1;87407;-2;-73;24
