
13/06/2018;17:24:34

Y1:Position actual value [p-unit] / Y2:Velocity actual value [v-unit] / Y3:Torque actual value [I_N/1000] / Y4:AnIn 7 scaled value 
t[ms];Y1[Position actual value [p-unit]];Y2[Velocity actual value [v-unit]];Y3[Torque actual value [I_N/1000]];Y4[AnIn 7 scaled value ]
817,1;87424;0;-8;27
829,1;87420;-1;-30;31
835,1;87424;0;-15;26
841,1;87424;0;0;23
847,1;87420;-1;-15;29
859,1;87424;0;-37;20
865,1;87424;0;-22;26
871,1;87424;0;-66;29
883,1;87424;1;0;27
889,1;87420;-1;-37;28
895,1;87424;0;-30;27
907,1;87424;0;-30;31
919,1;87420;0;-8;28
936,1;87424;1;-37;27
943,1;87424;0;-30;27
955,1;87424;0;0;30
961,1;87420;-1;0;26
973,1;87420;0;14;32
979,1;87420;0;-30;27
985,1;87424;1;0;34
997,1;87416;-2;-30;28
1003,1;87420;-1;0;28
1009,1;87424;0;0;34
1021,1;86686;-204;-1382;6530
1045,1;37995;-3442;-1615;9729
1051,1;15965;-4007;-1273;9862
1063,1;-9826;390;36;2800
1075,1;123;681;-15;810
1108,1;18918;572;-44;53
1111,1;20812;596;159;47
1117,1;24380;608;0;31
1123,1;28270;648;0;26
1135,1;35969;647;0;24
1141,1;39832;636;-59;23
1147,1;43918;687;0;22
1159,1;52259;721;-22;21
1165,1;56610;722;-51;30
1171,1;61048;755;29;23
1177,1;65812;789;-8;16
1189,1;75832;857;-30;24
1195,1;81035;881;0;20
1201,1;86475;902;-30;17
1213,1;85943;-78;-8;27
1219,1;86172;37;29;22
1225,1;86304;42;-8;27
1237,1;87007;86;-15;26
1243,1;87389;9;0;27
1249,1;87319;2;-8;28
1255,1;87297;-14;-15;30
1267,1;87394;26;-8;35
1273,1;87394;1;-59;33
1279,1;87389;-4;-8;29
1291,1;87332;-1;-44;35
1297,1;87411;10;-37;30
1303,1;87407;0;-30;29
1309,1;87394;-5;0;32
1321,1;87385;5;-37;27
1327,1;87402;2;-8;33
1333,1;87398;0;-37;31
1345,1;87389;-1;-37;30
1351,1;87407;0;-80;24
1357,1;87402;-3;58;23
1363,1;87398;-2;-44;25
1375,1;87402;4;-44;30
1381,1;87411;2;-95;24
1387,1;87407;-1;-44;27
1399,1;87394;-2;-44;24
1405,1;87398;3;-15;28
1411,1;87411;0;0;30
1423,1;87402;-2;-30;27
1429,1;87407;-1;0;30
1435,1;87407;4;-8;30
1441,1;87411;1;-102;30
1453,1;87411;0;-30;31
1459,1;87407;-2;0;25
1465,1;87402;0;7;30
1477,1;87411;-1;-44;29
1483,1;87416;0;-37;28
1489,1;87416;0;-30;33
1495,1;87407;0;-30;28
1507,1;87411;0;-66;35
1513,1;87411;1;-59;34
1519,1;87416;0;-30;28
1531,1;87416;0;0;28
1537,1;87411;1;-37;27
1543,1;87407;0;29;27
1549,1;87416;1;-15;29
1555,1;87411;0;-30;29
1561,1;87411;0;0;26
1567,1;87411;1;-15;30
1579,1;87411;0;-15;24
1585,1;87416;0;-44;30
1591,1;87411;-1;-30;30
1603,1;87411;1;-15;29
1609,1;87416;1;-30;30
1615,1;87411;-2;21;27
1621,1;87416;1;-30;23
1633,1;87407;0;-8;32
1639,1;87420;1;-8;27
1645,1;87411;-2;0;28
1657,1;87411;0;-30;29
1663,1;87411;0;29;28
1669,1;87411;0;0;28
1675,1;87416;0;-8;29
1693,1;87407;0;-37;26
1699,1;87411;0;0;24
1716,1;87411;-2;-51;31
