
13/06/2018;17:21:32

Y1:Position actual value [p-unit] / Y2:Velocity actual value [v-unit] / Y3:Torque actual value [I_N/1000] / Y4:AnIn 7 scaled value 
t[ms];Y1[Position actual value [p-unit]];Y2[Velocity actual value [v-unit]];Y3[Torque actual value [I_N/1000]];Y4[AnIn 7 scaled value ]
0,1;87354;-2;-37;1035
15,1;87354;0;0;1038
17,1;87354;0;7;1036
29,1;87354;-1;-37;1033
35,1;87354;0;0;1031
62,1;87358;0;-30;1028
65,1;87354;0;-175;1028
77,1;87354;-1;-30;1034
89,1;87358;2;-30;1034
95,1;87354;1;0;1037
101,1;87358;0;-30;1031
107,1;87358;0;0;1033
119,1;87358;0;-37;1033
125,1;87358;0;-15;1032
131,1;87358;0;0;1039
143,1;87358;0;-8;1030
149,1;87354;-2;0;1035
155,1;87358;0;0;1036
161,1;87358;0;-30;1032
167,1;87358;0;-30;1033
173,1;87358;1;-59;1038
179,1;87358;0;-8;1036
191,1;87354;0;-30;1031
197,1;87354;-1;-73;1035
203,1;87358;0;0;1032
215,1;87354;0;-8;1039
221,1;87358;0;-30;1030
227,1;87358;2;-95;1032
233,1;87358;1;-30;1035
245,1;87354;-2;-8;1028
251,1;87354;0;-44;1034
257,1;87354;-1;-15;1034
269,1;87358;1;-44;1033
275,1;87358;0;-73;1033
281,1;87358;1;-30;1033
287,1;87354;-2;-73;1035
299,1;87350;0;-139;1034
305,1;87354;-1;0;1029
311,1;87358;-1;-30;1034
323,1;87358;0;-37;1030
329,1;87358;0;-30;1036
335,1;87354;0;-30;1033
347,1;87358;0;-44;1033
353,1;87354;1;-15;1038
359,1;87354;0;-30;1037
365,1;87358;1;-8;1034
377,1;87354;0;-73;1037
383,1;87354;0;-30;1031
389,1;87358;0;-30;1036
401,1;87358;0;-30;1028
407,1;87358;0;0;1032
413,1;87354;0;14;1037
419,1;87358;0;-37;1033
431,1;87358;0;-30;1034
437,1;87354;0;-37;1036
443,1;87354;0;-30;1035
455,1;87358;0;-66;1035
461,1;87354;0;-37;1028
467,1;87354;0;-66;1031
473,1;87350;-1;-66;1032
485,1;87358;0;0;1030
491,1;87358;0;-30;1030
497,1;87354;-1;-44;1032
509,1;87358;2;-15;1034
515,1;87354;0;-30;1036
521,1;87358;0;-175;1031
533,1;87354;0;0;5853
539,1;86291;-285;-1571;7332
551,1;71178;-1813;-1906;8536
563,1;36681;-3405;-1782;8874
569,1;12427;-4076;-1142;8938
575,1;-10371;-3215;14;8379
593,1;5400;1157;14;2135
599,1;11772;999;-379;1613
611,1;19555;476;-502;1200
639,1;18399;-386;-430;1037
641,1;17666;-428;-451;1032
655,1;9307;-722;-437;1033
686,1;-4100;426;65;1025
689,1;-2834;452;-15;1029
701,1;2860;481;7;1023
707,1;6086;546;152;1023
713,1;9518;583;7;1024
719,1;13187;607;50;1023
731,1;20979;675;-80;1031
737,1;25242;734;14;1025
743,1;29931;762;-8;1020
755,1;39489;807;21;1032
761,1;44380;844;65;1024
767,1;49781;879;-37;1024
773,1;55142;922;14;1033
779,1;60780;955;29;1026
785,1;66814;975;-139;1020
791,1;72703;1008;-37;1028
803,1;85047;1060;0;1019
827,1;85341;26;-73;1030
858,1;87191;-31;-73;1034
863,1;87165;12;-30;1030
869,1;87306;28;0;1036
875,1;87288;-14;-44;1037
881,1;87350;1;-8;1029
887,1;87341;-2;-37;1029
899,1;87341;-5;-30;1033
905,1;87350;-1;-30;1034
911,1;87345;-1;0;1037
923,1;87358;4;-102;1031
929,1;87350;0;0;1037
935,1;87350;-2;0;1035
941,1;87345;-1;0;1029
953,1;87354;0;-124;1034
959,1;87345;-2;-37;1033
965,1;87354;0;29;1030
977,1;87354;0;-30;1036
983,1;87354;1;-30;1029
989,1;87350;-1;-59;1036
995,1;87350;0;-51;1037
1007,1;87350;0;-15;1037
1013,1;87354;0;-30;1038
1019,1;87350;-1;-59;1033
1031,1;87354;1;-37;1035
1037,1;87354;0;-15;1037
1043,1;87354;0;0;1027
1055,1;87354;1;7;1031
1061,1;87350;0;29;1030
1067,1;87354;0;-44;1033
1073,1;87354;0;-30;1036
1085,1;87354;1;-44;1033
1091,1;87350;0;-15;1038
1097,1;87354;0;-124;1036
1109,1;87354;0;7;1033
1115,1;87350;-2;0;1036
1121,1;87350;0;-44;1031
1127,1;87354;0;-37;1032
1139,1;87354;1;-37;1032
1145,1;87354;1;21;1027
1151,1;87354;0;-66;1034
1163,1;87354;0;0;1033
1169,1;87354;1;-30;1037
1175,1;87358;0;-30;1032
1181,1;87354;0;-8;1030
1193,1;87354;0;-37;1031
1199,1;87354;0;14;1029
1205,1;87358;2;58;1029
1217,1;87358;3;0;1034
1223,1;87354;0;-8;1032
1229,1;87358;0;-8;1034
1241,1;87350;0;-37;1032
1247,1;87358;1;-15;1035
1253,1;87354;0;7;1039
1259,1;87358;1;0;1035
1271,1;87354;0;-44;1035
1277,1;87354;0;-15;1030
1283,1;87354;-1;-8;1027
1295,1;87354;2;-30;1036
1301,1;87354;0;-44;1031
1307,1;87354;0;-37;1035
1313,1;87358;1;-30;1038
1325,1;87354;0;-37;1032
1331,1;87358;0;29;1037
1337,1;87354;-1;-30;1033
1349,1;87358;2;-8;1034
1355,1;87350;0;-44;1035
1361,1;87354;1;-44;1032
1367,1;87354;-1;0;1035
1373,1;87354;0;21;1033
1379,1;87354;0;-37;1033
1385,1;87350;-1;-8;1030
1397,1;87354;0;0;1033
1403,1;87354;0;-8;1027
1409,1;87354;0;-37;1035
1421,1;87358;1;-15;1033
1427,1;87354;0;0;1033
1433,1;87354;0;-8;1034
1439,1;87358;0;-95;1030
1451,1;87354;2;-30;1034
1457,1;87354;0;-30;1034
1463,1;87350;-1;-8;1028
1475,1;87358;1;43;1035
1481,1;87350;-1;-59;1033
1487,1;87354;0;-15;1038
1493,1;87354;0;-59;1039
1505,1;87358;0;-30;1036
1511,1;87358;0;-8;1038
1517,1;87350;0;-15;1036
1529,1;87354;0;-8;1034
1535,1;87354;0;0;1035
