
13/06/2018;17:25:28

Y1:Position actual value [p-unit] / Y2:Velocity actual value [v-unit] / Y3:Torque actual value [I_N/1000] / Y4:AnIn 7 scaled value 
t[ms];Y1[Position actual value [p-unit]];Y2[Velocity actual value [v-unit]];Y3[Torque actual value [I_N/1000]];Y4[AnIn 7 scaled value ]
0,1;87411;0;7;24
15,1;87411;-1;-44;27
19,1;87411;-1;-15;25
25,1;87411;0;-44;30
37,1;87411;0;-44;28
43,1;87411;0;0;27
49,1;87407;-1;-8;31
61,1;87411;0;29;27
67,1;87407;-2;-15;30
73,1;87411;0;14;33
79,1;87411;0;29;26
91,1;87411;1;0;32
97,1;87411;0;-102;27
103,1;87411;2;-15;28
115,1;87411;0;-44;31
121,1;87411;1;-22;25
127,1;87411;0;0;30
133,1;87411;1;-73;31
139,1;87411;1;0;28
145,1;87407;0;-15;30
151,1;87411;0;-15;32
163,1;87411;0;-30;28
169,1;87411;0;-44;33
175,1;87411;0;-88;30
187,1;87411;0;0;33
193,1;87407;-3;-8;24
218,1;87407;0;-8;27
229,1;87411;0;-59;32
241,1;87411;0;7;23
253,1;87407;-1;0;30
259,1;87407;-1;-44;25
265,1;87407;-1;-8;31
271,1;87407;0;-44;33
283,1;87407;0;-73;29
289,1;87407;1;-37;25
295,1;87407;0;50;24
307,1;87411;0;-8;33
313,1;87411;0;-88;35
319,1;87407;0;-44;28
325,1;87416;2;-8;32
337,1;87411;0;-15;26
343,1;87407;0;-44;30
349,1;87407;0;-37;31
361,1;87411;0;-15;24
367,1;87411;1;-37;32
373,1;87411;0;-73;30
379,1;87411;2;-44;25
391,1;87411;1;7;29
397,1;87411;0;-30;26
403,1;87411;0;-15;26
415,1;87411;0;-37;26
421,1;87411;0;21;23
427,1;87411;1;-30;27
439,1;87411;0;-44;24
445,1;87411;0;7;29
451,1;87407;0;-30;30
457,1;87411;0;-44;28
469,1;87411;0;-37;31
475,1;87407;0;-15;31
481,1;87411;0;-30;27
493,1;87411;0;-15;33
499,1;87411;-1;-44;27
505,1;87407;-1;-30;32
511,1;87407;0;-22;34
523,1;87411;0;-44;31
529,1;87411;0;-22;32
535,1;87411;0;-30;28
547,1;87411;-1;-30;28
553,1;87407;0;-30;33
559,1;87411;0;-15;30
565,1;87407;0;-8;34
571,1;87407;0;0;33
577,1;87411;0;-15;29
583,1;87411;0;0;28
595,1;87407;0;58;28
601,1;87411;0;7;26
607,1;87407;0;-30;34
619,1;87416;2;-8;30
625,1;87411;0;0;32
631,1;87407;0;-44;35
637,1;87411;-1;-15;30
649,1;87407;0;29;32
655,1;87407;-1;0;28
661,1;87411;-2;-44;25
673,1;87411;0;0;29
679,1;87411;0;-44;23
685,1;87411;0;-30;31
691,1;87407;0;-15;33
703,1;87407;0;0;24
709,1;87407;-1;-37;24
715,1;87411;0;-30;30
727,1;87411;-1;7;34
733,1;87407;0;-37;34
739,1;87411;1;-8;26
751,1;87407;0;-30;31
757,1;87407;1;0;28
763,1;87411;0;-30;30
769,1;87411;0;21;33
781,1;87407;0;0;26
787,1;87411;0;-59;30
793,1;87407;0;-30;32
805,1;87407;0;-22;31
811,1;87411;0;0;31
817,1;87407;0;-44;26
823,1;87411;0;-44;27
835,1;87411;0;-66;30
841,1;87407;0;0;26
847,1;87407;-1;-15;29
859,1;87407;0;-30;24
865,1;87411;0;-30;29
871,1;87411;0;-15;32
877,1;87407;-1;-30;29
889,1;87411;0;0;31
895,1;87407;-1;-30;29
901,1;87407;0;-8;23
913,1;87411;0;-80;32
919,1;87411;0;-15;26
925,1;87407;0;-88;31
937,1;87411;0;-15;27
943,1;87411;-1;-66;29
949,1;87411;2;-15;31
955,1;87411;0;-30;28
983,1;87411;0;0;27
985,1;87407;0;-95;29
997,1;87411;0;0;24
1009,1;87411;0;-30;29
1015,1;87411;0;7;31
1027,1;87407;-1;-37;31
1033,1;87411;0;-44;29
1039,1;87407;0;-37;28
1051,1;87411;0;-44;35
1057,1;87407;-1;-30;30
1063,1;87407;0;-15;30
1069,1;87411;0;-37;32
1081,1;87407;-1;-15;25
1087,1;87411;1;-8;28
1093,1;87411;0;0;31
1105,1;87416;1;-8;32
1111,1;87407;0;-15;30
1117,1;87411;0;-37;27
1123,1;87411;1;-30;27
1135,1;87411;0;0;25
1141,1;87411;1;-30;22
1147,1;87411;0;-44;30
1159,1;87411;1;-8;23
1165,1;87411;1;0;27
1171,1;87411;0;-44;30
1183,1;87411;0;0;27
1189,1;87411;1;-15;32
1195,1;87411;0;-95;31
1201,1;87411;0;-8;27
1213,1;87411;0;-59;34
1219,1;87411;0;29;28
1225,1;87416;1;-15;30
1237,1;87407;0;-37;32
1243,1;87407;-1;-44;32
1249,1;87407;0;-30;33
1255,1;87209;-66;-960;4127
1273,1;67082;-2058;-2022;9126
1279,1;50501;-2931;-1884;9536
1310,1;162;865;79;9990
1315,1;3440;620;-2124;9999
1327,1;-2729;-1061;-2204;10006
1339,1;-7022;940;-8;9999
1351,1;7593;1213;58;3155
1357,1;14603;1037;-510;1683
1388,1;31122;261;-364;89
1393,1;32036;186;-270;62
1405,1;33033;23;-270;38
1411,1;32787;-55;-277;37
1417,1;32203;-116;-277;32
1423,1;31311;-150;-270;28
1451,1;23537;-378;-255;23
1453,1;22653;-384;-211;23
1459,1;20315;-398;-248;17
1471,1;14963;-483;-255;29
1477,1;11900;-523;-182;26
1483,1;8534;-569;-291;17
1495,1;1674;-563;-262;17
1501,1;-1933;-612;-262;21
1507,1;-3524;-70;-15;30
1544,1;4640;326;-95;23
1549,1;6407;376;7;26
1555,1;8885;432;14;19
1567,1;14598;503;-59;24
1573,1;17824;546;-15;26
1579,1;21229;576;0;24
1591,1;29034;683;7;19
1597,1;33244;704;-73;22
1603,1;37639;746;-73;26
1609,1;42156;768;7;23
1621,1;52044;839;-15;14
1627,1;57295;879;0;21
1633,1;62815;947;36;21
1645,1;74373;982;14;22
1651,1;80222;987;36;22
1657,1;86501;1036;-30;19
1663,1;86440;-129;-8;20
1675,1;85583;-6;36;27
1681,1;85732;47;-59;23
1687,1;85891;22;-88;27
1699,1;87451;184;7;23
1705,1;87284;-2;-30;29
1711,1;87279;-5;-15;29
1723,1;87416;15;0;26
1735,1;87358;-3;-51;25
1747,1;87372;2;-30;33
1759,1;87389;0;-30;28
1771,1;87372;-1;21;33
1777,1;87385;1;-51;32
1783,1;87389;2;0;28
1789,1;87389;2;-37;30
1795,1;87389;0;-44;30
1807,1;87385;-2;-37;29
1813,1;87394;0;0;34
1819,1;87389;0;-30;26
1831,1;87394;2;-30;32
1837,1;87389;0;-110;30
1843,1;87394;0;-51;27
1849,1;87389;-1;-30;33
1861,1;87394;1;0;26
1867,1;87389;0;-15;26
1873,1;87394;0;0;25
1885,1;87389;0;-22;27
1891,1;87385;0;-37;29
1897,1;87385;-3;7;27
1903,1;87389;0;-44;25
1915,1;87394;1;-44;31
1921,1;87389;-1;-8;26
1927,1;87394;-1;-66;29
1939,1;87394;0;-59;24
1945,1;87394;1;-30;29
1951,1;87389;0;0;29
1963,1;87394;1;-30;25
1969,1;87394;0;-66;29
1975,1;87398;0;-66;27
1981,1;87389;-2;-44;22
1993,1;87398;1;-44;26
1999,1;87389;-1;0;25
2005,1;87394;0;0;29
2017,1;87394;0;-15;30
2023,1;87398;1;0;26
2029,1;87394;0;43;32
2035,1;87389;-2;-44;30
2047,1;87394;0;0;29
2053,1;87394;0;-66;27
2059,1;87389;-3;0;24
2071,1;87394;0;-8;31
2077,1;87394;1;-37;30
2083,1;87389;-1;0;27
2089,1;87394;0;0;33
2101,1;87398;0;-30;28
2107,1;87398;1;-30;31
2113,1;87389;0;-59;31
2125,1;87389;-1;0;28
2131,1;87394;-1;-44;32
2137,1;87389;0;-37;28
2149,1;87402;0;-15;30
2155,1;87394;0;-15;30
2161,1;87398;1;-73;24
2167,1;87389;0;-44;29
2179,1;87394;0;-15;30
2185,1;87394;1;-44;32
2191,1;87398;0;-95;30
2203,1;87394;0;-59;26
2209,1;87394;0;-66;32
2215,1;87394;0;0;29
2221,1;87398;0;-131;23
2233,1;87394;0;-110;28
2239,1;87394;1;-66;27
2245,1;87394;0;-44;29
2257,1;87394;-2;-15;29
2263,1;87394;0;-44;26
2269,1;87398;1;-15;29
2275,1;87398;0;-44;32
2281,1;87394;-1;7;26
2287,1;87394;0;-15;30
2293,1;87394;0;0;27
2305,1;87394;0;-44;25
2311,1;87389;0;14;28
2317,1;87398;0;-22;31
2329,1;87394;0;0;33
2335,1;87394;0;-30;31
2341,1;87398;1;-44;26
2347,1;87394;0;-8;35
2359,1;87394;0;-22;23
2365,1;87394;0;-88;29
2371,1;87394;-1;-37;33
2383,1;87398;1;14;24
2389,1;87389;0;-44;31
2395,1;87394;0;-66;32
2401,1;87394;0;-66;27
2413,1;87394;0;0;29
2419,1;87394;0;29;27
2425,1;87394;-1;-15;27
2437,1;87394;0;-30;27
2443,1;87394;0;-66;27
2449,1;87394;-2;-30;33
2461,1;87394;0;-66;26
2467,1;87394;-1;-8;30
2473,1;87394;0;-15;32
2479,1;87398;0;-8;21
2491,1;87398;-1;-37;30
2503,1;87394;1;-37;26
2509,1;87394;0;-66;31
2527,1;87394;0;-30;34
2533,1;87398;0;-30;31
2539,1;87394;0;-37;26
2551,1;87398;0;-8;28
2563,1;87394;0;14;26
2575,1;87394;0;-8;31
2581,1;87394;0;0;29
2587,1;87394;0;0;34
2593,1;87398;1;-51;33
2605,1;87398;0;-37;27
2611,1;87389;-1;-37;31
2617,1;87394;0;-59;29
