
13/06/2018;17:23:55

Y1:Position actual value [p-unit] / Y2:Velocity actual value [v-unit] / Y3:Torque actual value [I_N/1000] / Y4:AnIn 7 scaled value 
t[ms];Y1[Position actual value [p-unit]];Y2[Velocity actual value [v-unit]];Y3[Torque actual value [I_N/1000]];Y4[AnIn 7 scaled value ]
0,1;87424;0;-22;29
6,1;87424;0;0;21
31,1;87424;1;7;30
37,1;87420;-1;0;27
49,1;87420;-2;-30;32
55,1;87424;1;-80;31
67,1;87424;0;-37;30
79,1;87424;0;0;26
85,1;87424;-1;-44;25
91,1;87420;-1;-139;30
97,1;87424;0;-37;29
109,1;87424;0;-30;32
115,1;87424;0;0;32
121,1;87420;-1;-59;29
133,1;87424;0;-37;32
139,1;87424;0;7;28
145,1;87429;0;-59;28
157,1;87424;1;-8;30
163,1;87424;-1;0;24
169,1;87424;2;-22;31
175,1;87424;0;-30;30
187,1;87429;1;-30;34
193,1;87424;0;-30;32
199,1;87424;0;-66;28
211,1;87420;-1;50;32
217,1;87424;1;-110;30
223,1;87424;0;-22;25
229,1;87424;0;-102;32
241,1;87420;0;-30;27
247,1;87424;0;7;32
253,1;87420;0;0;34
265,1;87424;1;-8;28
271,1;87424;0;0;32
277,1;87424;0;0;31
283,1;87424;0;-30;27
295,1;87424;-2;0;36
301,1;87424;0;-8;30
307,1;87424;0;29;32
319,1;87429;0;-153;32
325,1;87424;0;-37;27
331,1;87424;0;-37;30
343,1;87424;0;-8;27
349,1;87424;0;0;35
355,1;87429;0;-30;34
361,1;87424;1;-44;30
373,1;87429;1;-15;32
379,1;87424;0;0;30
385,1;87424;1;-73;28
397,1;87424;0;-30;31
403,1;87420;-1;-168;27
409,1;87420;0;-73;32
415,1;87424;0;-8;30
427,1;87424;-1;-8;28
433,1;87429;2;-146;29
439,1;87424;0;-30;27
451,1;87424;0;0;28
457,1;87424;0;-44;27
463,1;87424;0;-15;2735
469,1;87253;-77;-1360;6151
481,1;79839;-929;-670;2058
499,1;57041;-1351;-350;325
511,1;40262;-1475;-357;110
517,1;31565;-1470;-190;69
523,1;22715;-1487;-190;40
535,1;4359;-1557;-270;30
541,1;-4500;-1424;-430;25
547,1;-8226;-363;-371;21
553,1;-4957;583;-15;22
571,1;8833;838;36;23
577,1;13838;835;14;21
608,1;44226;1063;14;22
613,1;48924;1059;14;23
