
13/06/2018;17:08:02

Y1:Position actual value [p-unit] / Y2:Velocity actual value [v-unit] / Y3:Torque actual value [I_N/1000] / Y4:AnIn 7 scaled value 
t[ms];Y1[Position actual value [p-unit]];Y2[Velocity actual value [v-unit]];Y3[Torque actual value [I_N/1000]];Y4[AnIn 7 scaled value ]
0,1;87402;0;0;445
8,1;87398;0;-15;446
15,1;87398;0;-15;440
25,1;87398;-2;-44;448
31,1;87398;0;-30;447
39,1;87398;0;7;444
63,1;87398;0;-22;448
67,1;87398;-1;-30;448
85,1;87402;0;-30;447
91,1;87402;0;-146;444
97,1;87398;0;-30;443
109,1;87402;1;29;445
115,1;87402;0;-44;440
121,1;87402;1;-15;447
127,1;87398;-1;-8;446
139,1;87398;0;-30;444
145,1;87398;-1;-102;447
162,1;87398;1;-30;447
169,1;87398;0;0;443
175,1;87398;-1;14;440
181,1;87398;0;-30;446
187,1;87398;0;-37;444
193,1;87402;1;-8;442
199,1;87402;0;-30;443
205,1;87398;0;0;448
217,1;87398;0;-44;442
223,1;87402;0;-30;449
229,1;87398;0;-44;449
241,1;87398;0;7;447
247,1;87402;0;29;448
253,1;87402;0;-66;446
259,1;87398;0;-8;447
271,1;87402;0;-8;448
277,1;87398;-1;29;444
283,1;87402;1;-8;448
295,1;87402;1;-8;443
301,1;87398;0;0;447
307,1;87398;0;-37;445
313,1;87398;0;-8;440
325,1;87398;0;0;447
331,1;87398;0;-44;444
337,1;87398;0;-30;441
349,1;87402;2;-44;447
355,1;87398;0;0;439
361,1;87398;0;0;447
373,1;87402;0;65;446
379,1;87398;0;-30;450
385,1;87402;0;0;453
391,1;87398;0;-30;452
403,1;87398;0;-15;452
409,1;87398;0;-30;452
415,1;87394;-1;-51;444
427,1;87398;0;-30;448
433,1;87398;-1;-59;444
439,1;87398;0;-44;445
445,1;87402;2;-44;446
457,1;87398;0;-15;440
463,1;87398;0;-30;447
469,1;87398;0;0;449
481,1;87402;1;-15;450
487,1;87402;0;14;448
