
13/06/2018;17:12:31

Y1:Position actual value [p-unit] / Y2:Velocity actual value [v-unit] / Y3:Torque actual value [I_N/1000] / Y4:AnIn 7 scaled value 
t[ms];Y1[Position actual value [p-unit]];Y2[Velocity actual value [v-unit]];Y3[Torque actual value [I_N/1000]];Y4[AnIn 7 scaled value ]
0,1;87455;-1;-44;1442
16,1;87455;1;-30;1441
19,1;87451;0;-37;1440
31,1;87451;0;0;1437
37,1;87451;0;-30;1443
43,1;87446;-1;-15;1441
49,1;87455;0;-30;1438
61,1;87451;0;-8;1442
67,1;87446;0;-8;1442
73,1;87451;0;-15;1441
85,1;87451;0;-30;1439
91,1;87446;-1;0;1434
97,1;87451;0;-22;1439
109,1;87451;1;-30;1438
115,1;87451;0;0;1440
121,1;87446;0;-30;1444
127,1;87451;0;-22;1443
139,1;87451;1;-37;1442
145,1;87451;0;-30;1441
157,1;87446;-1;-15;1442
169,1;87451;0;-30;1438
175,1;87451;0;-30;1440
187,1;87451;0;-44;1436
199,1;87451;1;-59;1444
211,1;87451;0;-30;1435
223,1;87451;0;-30;1438
229,1;87451;0;-44;1436
235,1;87451;-1;0;1437
241,1;87451;0;-37;1440
253,1;87451;0;-44;1435
259,1;87451;0;36;1440
265,1;87455;1;0;1440
277,1;87451;1;-117;1437
283,1;87451;0;-30;1436
289,1;87455;0;-44;1436
295,1;87451;-1;-37;1439
307,1;87451;0;-15;1439
313,1;87446;0;0;1441
319,1;87451;0;-22;1442
331,1;87446;-1;-8;1435
337,1;87451;1;-15;1439
343,1;87451;0;-30;1440
349,1;87451;0;-8;1434
355,1;87451;0;-30;1439
361,1;87451;0;-30;1442
367,1;87451;1;-95;1441
379,1;87455;0;7;1440
385,1;87451;0;-37;1440
391,1;87451;0;7;1438
403,1;87451;0;-66;1442
409,1;87451;0;0;1435
415,1;87451;0;0;1439
421,1;87451;0;-73;1441
433,1;87455;2;0;1441
439,1;87451;-1;-15;1441
445,1;87455;0;-88;1440
457,1;87451;1;-37;1445
463,1;87451;0;-30;1443
469,1;87451;0;0;1438
475,1;87455;1;-30;1437
487,1;87451;0;-15;1440
493,1;87455;0;-139;1441
499,1;87455;0;-30;1443
511,1;87455;1;0;1438
517,1;87455;2;0;1445
523,1;87451;1;-44;1441
535,1;87451;-1;58;1439
541,1;87451;0;-15;1441
547,1;87451;-1;29;1439
553,1;87451;0;-30;1441
565,1;87451;1;-30;1445
571,1;87451;1;14;1437
577,1;87451;1;-30;1443
589,1;87451;0;-44;1440
595,1;87451;0;-66;1443
601,1;87446;-1;29;1438
607,1;87451;0;-44;1436
619,1;87446;-1;0;1439
625,1;87451;1;7;1443
631,1;87451;1;0;1434
643,1;87451;0;-15;1443
649,1;87451;0;-37;1438
655,1;87451;0;-66;1442
661,1;87451;0;-44;1443
673,1;87451;0;-30;1439
679,1;87446;0;7;1441
685,1;87455;3;0;1441
697,1;87451;0;-30;1439
703,1;87451;0;-8;1438
709,1;87451;0;-44;1436
721,1;87451;0;0;1438
727,1;87451;0;-44;1437
733,1;87451;0;-37;1437
739,1;87451;0;-95;1443
751,1;87451;0;-44;1437
757,1;87451;0;7;1442
763,1;87451;1;-44;1439
775,1;87451;0;-59;1444
781,1;87451;0;-88;1443
787,1;87451;-1;-80;1438
793,1;87451;0;-15;1434
805,1;87451;0;-8;1438
811,1;87451;0;-73;1434
817,1;87451;0;-8;1441
829,1;87451;0;-15;1438
835,1;87455;0;-80;1441
841,1;87451;0;-88;1442
847,1;87451;0;-30;1439
853,1;87451;0;7;1439
859,1;87451;0;-73;1441
865,1;87451;0;-44;1440
877,1;87451;0;7;1446
883,1;87451;0;-44;1443
889,1;87451;0;-30;1440
901,1;87455;1;0;1446
907,1;87451;0;-30;1442
913,1;87451;0;-102;1439
919,1;87446;-1;-44;1441
931,1;87451;0;0;2106
937,1;86800;-165;-837;3669
949,1;78086;-1051;-1135;4922
967,1;41115;-2676;-1288;5343
973,1;24881;-3092;-1259;5378
979,1;3928;-3608;-1302;5406
991,1;-6631;865;79;5415
1009,1;7751;512;-866;2860
1045,1;-2575;-147;-15;1471
1061,1;-799;334;0;1447
1076,1;4926;395;-8;1436
1123,1;27219;595;-8;1434
1129,1;30555;606;-37;1427
1143,1;39537;669;0;1436
1147,1;42394;706;0;1430
1159,1;51336;754;-37;1433
1165,1;55981;781;21;1433
1172,1;62024;834;0;1425
1183,1;71143;884;0;1435
1189,1;76539;894;43;1431
1206,1;86510;-130;-44;1440
1207,1;86299;-156;29;1440
1219,1;86014;1;0;1443
1225,1;86247;58;7;1441
1231,1;86545;70;-8;1436
1243,1;87310;-30;0;1446
1249,1;87227;0;-73;1434
1255,1;87341;12;0;1437
1267,1;87398;15;0;1440
1273,1;87424;0;-8;1438
1279,1;87394;-9;0;1444
1285,1;87402;4;-15;1441
1297,1;87416;4;-146;1443
1303,1;87429;-1;21;1441
1309,1;87424;0;-30;1436
1321,1;87433;1;-8;1442
1328,1;87420;-2;-30;1439
1333,1;87411;0;-37;1440
1339,1;87420;2;0;1443
1351,1;87433;1;-8;1435
1357,1;87424;-1;-15;1440
1363,1;87411;-2;-30;1439
1375,1;87433;6;0;1438
1381,1;87433;0;7;1439
1387,1;87437;2;0;1438
1393,1;87411;-3;-15;1439
1405,1;87424;5;-8;1439
1411,1;87437;0;0;1437
1417,1;87442;0;-8;1443
1429,1;87416;0;-8;1438
1435,1;87424;5;-37;1441
1441,1;87429;0;-59;1443
1453,1;87433;-1;-30;1438
1459,1;87424;0;0;1443
1465,1;87424;1;-30;1443
1471,1;87429;0;0;1436
1483,1;87437;0;-30;1440
1489,1;87433;0;0;1437
1495,1;87420;-5;-30;1438
1507,1;87433;0;-102;1439
1513,1;87442;1;-8;1438
1519,1;87437;-1;0;1442
1525,1;87429;-3;58;1440
1537,1;87437;2;-44;1438
1543,1;87437;2;0;1439
1549,1;87442;0;-15;1434
1561,1;87429;-1;0;1441
1567,1;87433;1;-30;1438
1573,1;87437;1;-8;1439
1579,1;87442;0;-8;1446
1585,1;87437;-2;-8;1443
1591,1;87433;-2;-15;1439
1597,1;87433;0;-15;1444
1609,1;87442;2;0;1436
1615,1;87437;-1;-15;1438
1621,1;87442;0;0;1441
1633,1;87433;1;-30;1437
1639,1;87433;-1;0;1441
1645,1;87442;0;-30;1442
1651,1;87442;0;-30;1438
1663,1;87433;0;-139;1441
1669,1;87433;0;-44;1437
1675,1;87433;0;-8;1435
1693,1;87437;-2;-30;1438
1699,1;87433;0;0;1445
1705,1;87437;0;0;1443
1732,1;87437;0;-15;1438
1735,1;87437;0;-44;1441
1753,1;87437;0;-8;1435
1759,1;87442;0;-30;1443
1765,1;87437;0;-8;1441
1771,1;87437;0;-30;1436
1783,1;87442;0;0;1440
1789,1;87446;2;-44;1434
1795,1;87442;0;-30;1441
1807,1;87437;0;-117;1439
1813,1;87437;1;43;1435
1819,1;87437;0;0;1441
1825,1;87437;0;-8;1440
1837,1;87442;0;0;1440
1843,1;87437;0;-15;1441
1849,1;87437;-1;-30;1437
1861,1;87437;-1;-15;1445
1867,1;87433;0;-73;1444
1873,1;87442;0;-37;1438
1885,1;87442;0;-66;1442
1891,1;87437;-1;0;1435
1897,1;87437;0;-73;1441
1903,1;87437;1;0;1442
1915,1;87446;0;-8;1442
1921,1;87442;0;-44;1440
1927,1;87442;1;-30;1437
1939,1;87442;0;-30;1442
1945,1;87442;-1;-44;1443
1951,1;87437;0;-15;1438
1957,1;87437;0;21;1440
1969,1;87442;0;0;1436
1975,1;87442;-1;-30;1439
1981,1;87437;0;-30;1437
1993,1;87437;0;-30;1435
1999,1;87437;0;-15;1443
2005,1;87446;2;-15;1439
2011,1;87442;0;-30;1434
2017,1;87437;0;-8;1442
2023,1;87442;0;-22;1440
2029,1;87437;0;-30;1435
2041,1;87442;1;0;1440
2047,1;87442;0;-30;1439
2053,1;87446;2;0;1437
2065,1;87442;0;-51;1443
