
13/06/2018;17:21:50

Y1:Position actual value [p-unit] / Y2:Velocity actual value [v-unit] / Y3:Torque actual value [I_N/1000] / Y4:AnIn 7 scaled value 
t[ms];Y1[Position actual value [p-unit]];Y2[Velocity actual value [v-unit]];Y3[Torque actual value [I_N/1000]];Y4[AnIn 7 scaled value ]
1000,1;87350;1;0;1037
1006,1;87350;1;-30;1034
1012,1;87350;0;-8;1033
1024,1;87350;0;-15;1035
1030,1;87350;-1;-22;1036
1036,1;87350;-1;-44;1039
1042,1;87350;0;-15;1036
1054,1;87354;2;-30;1035
1060,1;87345;-2;-37;1033
1066,1;87341;-3;-44;1031
1078,1;87354;1;-37;1036
1084,1;87345;-1;-44;1032
1090,1;87350;0;-8;1032
1096,1;87350;-1;0;1034
1108,1;87354;0;-15;1029
1114,1;87354;0;-30;1036
1120,1;87350;0;0;1036
1132,1;87345;1;-44;1030
1138,1;87354;0;-95;1032
1144,1;87350;0;21;1033
1150,1;87350;0;-168;1031
1156,1;87350;0;-146;1035
1162,1;87350;1;-8;1036
1168,1;87350;1;-30;1031
1180,1;87354;0;-59;1036
1186,1;87350;-1;-37;1029
1192,1;87350;1;-37;1031
1204,1;87350;0;-44;1037
1210,1;87350;-1;-30;1032
1216,1;87354;0;-30;1037
1222,1;87354;0;-51;1033
1234,1;87350;0;-59;1035
1240,1;87350;0;-8;1037
1246,1;87354;0;-30;1030
1258,1;87354;0;-44;1039
1264,1;87350;-2;-30;1036
1270,1;87345;0;7;1031
1276,1;87354;1;-30;1036
1288,1;87354;-2;-8;1030
1294,1;87350;0;0;1034
1300,1;87354;0;0;1034
1312,1;87350;0;-44;1034
1318,1;87350;0;-8;1033
1324,1;87354;0;-15;1034
1336,1;87354;1;-15;1036
1342,1;87358;0;-30;1034
1348,1;87354;0;-37;1027
1354,1;87354;0;0;1031
1366,1;87350;0;0;1033
1372,1;87354;0;-66;1033
1378,1;87350;0;-44;1036
1390,1;87354;-1;-44;1035
1396,1;87354;0;-30;1040
1402,1;87354;-1;-44;1037
1408,1;87354;0;-15;1032
1420,1;87350;0;21;1037
1426,1;87354;0;-30;1031
1432,1;87350;-1;-44;1034
1444,1;87354;0;-88;1034
1450,1;87350;0;-102;1031
1456,1;87350;-1;-30;1037
1462,1;87354;1;-37;1035
1474,1;87354;1;-44;1036
1480,1;87354;-1;0;1034
1486,1;87350;0;0;1030
1498,1;87350;0;-30;1032
1504,1;87354;4;7;1033
1510,1;87354;1;-8;1032
1522,1;87354;0;-15;1041
1528,1;87354;0;0;1033
1535,1;87354;0;-15;1038
1540,1;87350;-1;-66;1037
1552,1;87354;0;-8;1035
1558,1;87350;1;-8;1036
1564,1;87354;2;-30;1033
1576,1;87354;0;-131;1036
1582,1;87354;0;0;1034
1588,1;87350;-1;-8;1031
1594,1;87350;0;-37;1037
