
13/06/2018;17:16:02

Y1:Position actual value [p-unit] / Y2:Velocity actual value [v-unit] / Y3:Torque actual value [I_N/1000] / Y4:AnIn 7 scaled value 
t[ms];Y1[Position actual value [p-unit]];Y2[Velocity actual value [v-unit]];Y3[Torque actual value [I_N/1000]];Y4[AnIn 7 scaled value ]
0,1;87446;1;-146;1436
15,1;87442;0;-8;1441
21,1;87437;-1;-8;1436
27,1;87442;0;-37;1440
39,1;87437;0;-15;1439
45,1;87442;0;-37;1436
51,1;87437;-1;-15;1442
63,1;87442;0;-59;1435
69,1;87437;0;0;1439
75,1;87437;0;-22;1442
81,1;87442;2;0;1434
93,1;87437;0;-30;1439
99,1;87442;0;-30;1438
105,1;87442;0;0;1434
117,1;87442;0;-8;1436
123,1;87437;0;0;1430
129,1;87442;1;-8;1436
135,1;87437;0;-30;1436
147,1;87437;-1;-37;1433
153,1;87437;0;-30;1438
159,1;87442;0;0;1435
171,1;87437;-1;50;1438
177,1;87437;0;0;1437
183,1;87437;-1;0;1433
189,1;87442;0;-30;1438
195,1;87442;1;-8;1435
201,1;87442;0;-30;1431
207,1;87442;0;-37;1436
219,1;87437;0;94;1437
225,1;87442;0;-30;1435
231,1;87437;0;-8;1438
243,1;87437;-1;-51;1430
249,1;87437;-1;0;1437
255,1;87446;1;0;1438
261,1;87437;0;-44;1434
273,1;87442;1;-30;1438
279,1;87442;0;29;1432
285,1;87442;0;-8;1435
297,1;87437;-2;0;1438
303,1;87442;-1;-30;1437
309,1;87437;1;-44;1439
315,1;87442;0;-8;1437
327,1;87442;0;-37;1436
333,1;87437;0;0;1439
339,1;87437;0;0;1435
351,1;87437;-1;14;1442
374,1;87437;0;-59;1439
381,1;87437;0;-8;1439
393,1;87437;0;-30;1437
399,1;87442;0;-30;1438
411,1;87442;0;-59;1439
417,1;87437;0;0;1440
423,1;87437;-1;0;1435
429,1;87442;0;-44;1441
441,1;87437;0;-30;1436
447,1;87442;0;-66;1437
