
13/06/2018;17:24:20

Y1:Position actual value [p-unit] / Y2:Velocity actual value [v-unit] / Y3:Torque actual value [I_N/1000] / Y4:AnIn 7 scaled value 
t[ms];Y1[Position actual value [p-unit]];Y2[Velocity actual value [v-unit]];Y3[Torque actual value [I_N/1000]];Y4[AnIn 7 scaled value ]
0,1;87429;0;-8;28
19,1;87429;0;21;26
28,1;87424;0;7;31
50,1;87424;-1;-66;36
52,1;87429;0;-37;34
65,1;87429;0;-37;33
70,1;87433;2;-8;31
76,1;87429;0;0;24
88,1;87429;0;-73;32
94,1;87424;0;-37;31
100,1;87429;0;-15;24
106,1;87429;0;-15;30
118,1;87429;0;-30;23
124,1;87424;0;-15;26
130,1;87429;1;0;32
142,1;87424;0;0;21
148,1;87429;0;-66;28
154,1;87424;0;-30;28
160,1;87424;-1;-37;23
172,1;87429;0;-30;28
178,1;87424;0;-37;25
184,1;87424;0;-22;31
196,1;87429;0;-8;31
202,1;87424;-1;-66;29
208,1;87424;0;-37;35
214,1;87424;0;-124;33
226,1;87424;-2;-30;31
232,1;87429;0;-30;31
238,1;87424;0;-15;25
250,1;87429;0;-59;31
262,1;87424;0;-59;26
281,1;87429;0;0;29
286,1;87424;0;-66;31
298,1;87424;0;-15;23
310,1;87424;0;-30;31
316,1;87424;0;-73;27
322,1;87429;0;7;25
328,1;87429;0;-37;31
334,1;87429;0;-30;30
340,1;87429;0;-30;23
346,1;87424;0;7;29
358,1;87424;0;21;24
364,1;87429;0;-15;28
370,1;87424;-1;-44;30
382,1;87429;0;-44;28
388,1;87429;1;0;33
394,1;87424;-2;-8;30
400,1;87429;1;0;24
412,1;87429;0;-44;26
418,1;87429;-1;-30;20
424,1;87429;0;29;24
436,1;87424;-1;-30;24
442,1;87429;0;-30;25
448,1;87429;1;-15;31
454,1;87429;0;-8;28
466,1;87429;0;36;31
472,1;87424;0;0;33
478,1;87424;0;-37;24
490,1;87429;0;7;31
496,1;87424;0;29;3469
502,1;87249;-81;-1491;6535
520,1;64199;-2287;-2117;9486
526,1;46564;-3123;-1608;6292
532,1;24292;-3729;-990;3355
544,1;-11052;-1054;7;962
556,1;-1836;774;-15;287
562,1;2276;661;-73;165
574,1;9883;600;65;61
580,1;13407;601;0;39
586,1;17134;618;-15;34
592,1;20830;615;-37;31
624,1;41690;621;87;19
628,1;44226;637;0;22
655,1;62239;690;0;23
658,1;64010;701;50;19
664,1;68194;697;58;23
670,1;72606;742;36;26
682,1;81360;762;-8;18
688,1;85957;767;-30;21
694,1;86822;-69;-51;24
706,1;86009;0;-8;29
712,1;86115;35;-22;27
718,1;86440;45;21;19
724,1;87095;118;-30;28
730,1;87389;1;-30;30
736,1;87231;-16;-8;27
742,1;87394;27;-102;23
754,1;87372;2;0;29
760,1;87376;-10;7;26
766,1;87411;0;-73;32
778,1;87389;-5;-30;24
784,1;87411;0;-30;27
790,1;87416;0;50;31
796,1;87407;0;29;27
808,1;87420;5;-66;31
814,1;87420;0;-15;29
820,1;87416;0;-51;25
832,1;87411;1;-8;32
838,1;87411;0;43;26
844,1;87411;0;-15;30
850,1;87411;0;-15;29
862,1;87411;0;-22;27
868,1;87416;4;0;31
874,1;87411;-1;-8;31
886,1;87416;0;-37;33
892,1;87416;1;-30;34
898,1;87411;0;-37;32
922,1;87420;0;-8;27
928,1;87416;1;-37;33
934,1;87411;0;0;30
940,1;87416;2;-8;25
952,1;87420;1;0;29
958,1;87411;0;-44;25
964,1;87411;0;-30;27
976,1;87416;0;0;32
982,1;87420;1;-22;32
988,1;87416;-1;-15;36
994,1;87411;0;-15;34
1006,1;87416;0;-66;28
1012,1;87416;0;-30;29
1018,1;87416;-1;-15;26
1036,1;87416;0;0;28
1042,1;87416;0;-30;27
1048,1;87416;-1;0;28
1076,1;87420;0;-30;26
1078,1;87416;0;-30;24
1096,1;87416;0;-30;29
1102,1;87416;-1;21;25
1108,1;87416;0;-102;31
1114,1;87416;1;-44;33
1126,1;87420;0;0;32
1132,1;87420;1;-37;32
1138,1;87424;2;0;27
1150,1;87420;0;-8;31
1156,1;87420;0;-44;29
1162,1;87416;1;0;26
1168,1;87416;0;-44;32
1174,1;87416;0;-30;29
1180,1;87416;0;0;26
1186,1;87416;-4;0;30
1198,1;87416;0;-8;27
1204,1;87416;0;-51;25
1210,1;87420;0;-30;31
1222,1;87416;-1;-44;23
1228,1;87420;0;-30;33
1234,1;87416;0;0;33
1240,1;87420;0;-30;24
1252,1;87416;0;0;28
1258,1;87420;0;-15;26
1264,1;87411;-1;-30;24
1276,1;87416;-2;50;27
1282,1;87420;2;0;28
1288,1;87420;0;-30;31
1294,1;87420;0;-30;29
1306,1;87420;0;-44;33
1312,1;87420;0;-15;29
1318,1;87420;-1;0;28
1330,1;87420;0;50;30
1336,1;87420;0;14;25
1342,1;87424;0;-30;25
1354,1;87420;0;7;29
1360,1;87420;0;0;25
1366,1;87420;1;-110;31
1372,1;87420;0;-8;30
1384,1;87420;0;-30;29
1390,1;87420;1;-124;32
1396,1;87420;1;-44;30
1408,1;87420;1;0;28
1414,1;87424;1;-15;31
