
13/06/2018;17:17:17

Y1:Position actual value [p-unit] / Y2:Velocity actual value [v-unit] / Y3:Torque actual value [I_N/1000] / Y4:AnIn 7 scaled value 
t[ms];Y1[Position actual value [p-unit]];Y2[Velocity actual value [v-unit]];Y3[Torque actual value [I_N/1000]];Y4[AnIn 7 scaled value ]
0,1;87380;0;0;1440
17,1;87376;0;-66;1441
28,1;87380;0;-8;1434
32,1;87380;0;21;1436
38,1;87380;-1;0;1439
50,1;87380;0;-30;1432
56,1;87376;0;-44;1438
62,1;87380;0;-8;1439
68,1;87380;0;-15;1436
80,1;87380;0;7;1440
86,1;87380;0;-37;1435
92,1;87380;0;-15;1436
104,1;87380;0;29;1439
110,1;87380;-1;65;1434
116,1;87380;0;7;1439
128,1;87376;0;0;1433
134,1;87376;-1;-44;1438
140,1;87380;0;7;1438
146,1;87380;0;-15;1436
158,1;87372;-1;0;1436
164,1;87385;2;-8;1436
170,1;87380;0;-30;1434
182,1;87376;2;0;1439
188,1;87380;0;0;1432
194,1;87380;0;14;1438
200,1;87380;0;-37;1440
212,1;87380;1;-30;1438
218,1;87376;0;-30;1440
224,1;87376;-2;-30;1437
236,1;87380;2;0;1439
242,1;87380;0;-44;1440
248,1;87380;0;-8;1438
254,1;87380;0;-8;1442
260,1;87376;-1;21;1443
266,1;87380;-2;0;1437
272,1;87385;1;-44;1437
284,1;87380;0;0;1437
290,1;87380;0;-37;1433
296,1;87380;0;0;1440
308,1;87376;0;-30;1432
314,1;87376;0;-15;1438
320,1;87385;1;-15;1439
326,1;87376;0;-15;1437
338,1;87380;0;-37;1439
344,1;87380;0;0;1437
350,1;87380;0;-15;1432
362,1;87380;2;-117;1439
368,1;87380;-2;0;1433
374,1;87380;2;0;1437
380,1;87380;0;-44;1442
392,1;87380;0;0;1433
398,1;87380;-1;43;1439
404,1;87376;0;7;1441
416,1;87380;0;-73;1440
422,1;87380;0;-44;1439
428,1;87380;0;-8;1433
440,1;87380;1;-30;1440
452,1;87376;-1;-15;1437
468,1;87380;-1;29;1437
476,1;87380;0;-30;1439
488,1;87380;0;-30;1437
494,1;87380;0;-30;1438
506,1;87380;1;-8;1436
512,1;87380;0;7;1435
518,1;87380;-1;-51;1442
530,1;87380;0;0;1434
536,1;87380;0;0;1439
542,1;87376;0;-30;1440
554,1;87376;0;-59;1439
560,1;87376;0;-8;1435
566,1;87380;0;-66;1435
572,1;87380;0;-15;1434
584,1;87376;0;0;1439
590,1;87376;-1;-30;1435
596,1;87380;-1;0;1436
608,1;87380;0;29;1433
614,1;87380;0;-44;1437
620,1;87380;1;-8;1438
626,1;87380;0;-15;1438
638,1;87380;0;-8;1440
644,1;87376;-2;29;1437
650,1;87380;1;-15;1431
662,1;87376;0;0;1436
668,1;87380;0;-8;1433
674,1;87380;0;-8;1437
680,1;87380;0;-8;1435
686,1;87380;0;7;1434
692,1;87380;0;-15;1437
698,1;87380;0;0;1441
710,1;87380;0;-8;1435
716,1;87380;0;-8;1442
722,1;87380;0;0;1439
734,1;87380;0;-30;1440
740,1;87376;0;21;1441
746,1;87380;1;-73;1439
752,1;87380;0;-73;1438
764,1;87380;0;0;1435
770,1;87380;0;-146;1431
776,1;87376;-1;-37;1439
788,1;87380;0;0;1434
794,1;87385;0;-44;1435
800,1;87380;1;0;1438
806,1;87380;0;-30;1437
818,1;87380;0;0;1440
824,1;87380;1;0;1437
830,1;87380;1;-15;1430
842,1;87380;0;-37;1439
848,1;87380;0;0;1432
854,1;87376;0;0;1433
866,1;87376;0;-44;1434
872,1;87376;0;-15;1433
878,1;87385;1;-30;3894
884,1;87341;-33;-1266;5551
902,1;69244;-1822;-1637;7140
920,1;14572;-3862;-1288;7375
932,1;-11346;400;-1760;7400
938,1;-4148;1170;-270;7408
950,1;9316;1113;-44;7410
998,1;2280;482;7;1589
1029,1;7312;-239;-517;1424
1034,1;5400;-403;-517;1427
1061,1;-7536;44;14;1434
1070,1;-2474;541;-30;1426
1076,1;1116;620;94;1433
1082,1;4877;654;0;1434
1094,1;13108;698;0;1427
1100,1;17551;754;-30;1432
1106,1;22130;756;94;1432
1112,1;27004;834;36;1428
1124,1;37344;879;-15;1433
1130,1;42565;894;-51;1429
1136,1;48172;939;0;1429
