
13/06/2018;17:15:29

Y1:Position actual value [p-unit] / Y2:Velocity actual value [v-unit] / Y3:Torque actual value [I_N/1000] / Y4:AnIn 7 scaled value 
t[ms];Y1[Position actual value [p-unit]];Y2[Velocity actual value [v-unit]];Y3[Torque actual value [I_N/1000]];Y4[AnIn 7 scaled value ]
0,1;87451;0;-66;1440
7,1;87451;0;-22;1440
13,1;87451;0;-15;1437
19,1;87451;0;-37;1436
31,1;87446;0;-66;1439
37,1;87446;0;-30;1438
43,1;87451;0;-37;1441
49,1;87451;1;-8;1439
61,1;87446;0;-30;1439
67,1;87451;0;-44;1441
73,1;87446;-2;-44;1437
85,1;87451;0;-37;1440
91,1;87446;0;-30;1440
97,1;87442;-1;-30;1437
103,1;87446;0;0;1440
115,1;87446;0;-15;1434
121,1;87446;0;0;1437
127,1;87451;0;-44;1439
139,1;87451;1;-8;1433
145,1;87446;-1;-30;1439
151,1;87451;2;29;1433
163,1;87446;0;-30;1440
169,1;87455;1;-30;1434
175,1;87451;0;-44;1433
181,1;87446;0;-30;1439
193,1;87455;2;-66;1436
199,1;87451;0;-44;1436
205,1;87446;0;-15;1437
217,1;87446;-1;0;1432
223,1;87446;0;-73;1436
229,1;87451;0;-30;1437
235,1;87451;1;-30;1434
247,1;87446;0;-30;1441
253,1;87451;2;0;1437
259,1;87451;0;0;1437
271,1;87446;-1;-37;1436
283,1;87446;0;-37;1438
289,1;87451;0;-8;1438
312,1;87446;0;0;1438
313,1;87451;1;-8;1438
331,1;87451;0;-8;1438
337,1;87446;0;-30;1434
343,1;87446;-1;0;1441
349,1;87446;0;-44;1440
361,1;87451;1;0;1441
367,1;87451;0;0;1444
373,1;87451;-1;0;1438
385,1;87451;0;-30;1439
391,1;87446;0;0;1438
397,1;87451;0;-30;1436
409,1;87446;0;0;1439
415,1;87451;0;-37;1433
421,1;87451;0;-8;1438
427,1;87446;0;-30;1438
439,1;87451;0;-37;1435
445,1;87451;0;-44;1438
451,1;87446;0;-44;1438
463,1;87451;1;0;1443
469,1;87451;0;0;1441
475,1;87451;0;-8;1437
481,1;87451;0;0;1439
493,1;87451;0;-66;1433
499,1;87446;0;-44;1434
505,1;87446;0;-30;1441
517,1;87451;0;-30;1433
523,1;87451;0;7;1437
529,1;87451;0;-15;1437
535,1;87446;-1;0;1433
547,1;87451;0;0;1440
553,1;87451;0;0;1437
559,1;87446;0;-30;1438
571,1;87446;0;-8;1441
577,1;87446;0;7;1435
583,1;87446;0;-51;1445
595,1;87446;1;-30;1438
601,1;87451;0;-30;1440
607,1;87446;-1;36;1438
613,1;87451;0;-44;1434
625,1;87446;0;-15;1438
631,1;87451;1;0;1438
637,1;87451;0;-8;1432
649,1;87446;0;-30;1439
655,1;87446;1;0;1430
661,1;87446;0;0;1437
667,1;87451;0;0;1438
679,1;87446;-2;-37;1434
685,1;87451;0;-8;1440
691,1;87446;-1;0;1437
703,1;87451;0;-8;1440
709,1;87451;1;0;1440
715,1;87446;0;0;1436
721,1;87451;0;-15;1441
727,1;87446;-1;-66;1439
733,1;87446;-2;-30;1436
739,1;87451;0;-44;1441
751,1;87451;1;-8;1437
757,1;87446;0;-30;1432
763,1;87446;-1;0;1438
775,1;87446;0;-44;1434
781,1;87446;-1;7;1441
787,1;87451;0;-44;1439
793,1;87446;0;-73;1437
805,1;87451;0;7;1441
811,1;87451;2;-51;1441
817,1;87451;1;-8;1434
829,1;87442;-1;-30;1438
835,1;87451;0;-15;1435
841,1;87451;0;-15;1439
847,1;87446;0;-15;1439
859,1;87451;1;0;1433
865,1;87446;0;0;1440
871,1;87446;0;-15;1442
883,1;87451;1;0;1439
889,1;87451;0;-8;1437
895,1;87451;0;-30;1435
907,1;87451;0;-8;1439
913,1;87446;-1;-44;1437
919,1;87446;0;-8;1436
925,1;87451;0;-37;1441
937,1;87451;1;7;1433
943,1;87451;0;-30;3011
949,1;87446;-1;-8;5079
967,1;75766;-1031;-611;2088
983,1;52892;-1620;-539;1549
985,1;49974;-1676;-539;1531
997,1;27474;-1982;-517;1454
1003,1;14844;-2140;-444;1447
1009,1;1331;-2268;-517;1438
1021,1;-6982;496;29;1432
1061,1;21216;760;29;1436
1069,1;27461;813;-22;1429
1075,1;32400;825;-51;1423
1092,1;47381;904;-8;1430
1099,1;53512;932;0;1430
1111,1;65271;1013;-8;1429
1117,1;71349;1034;-8;1425
1129,1;84049;1103;-44;1428
1139,1;85939;-188;-22;1433
1141,1;85636;-164;-30;1437
