
13/06/2018;17:08:37

Y1:Position actual value [p-unit] / Y2:Velocity actual value [v-unit] / Y3:Torque actual value [I_N/1000] / Y4:AnIn 7 scaled value 
t[ms];Y1[Position actual value [p-unit]];Y2[Velocity actual value [v-unit]];Y3[Torque actual value [I_N/1000]];Y4[AnIn 7 scaled value ]
0,1;87389;0;-59;450
23,1;87389;-1;-30;448
26,1;87389;0;29;448
33,1;87389;0;29;443
48,1;87389;0;-37;446
50,1;87389;0;0;444
56,1;87385;0;-30;444
82,1;87389;0;-37;442
86,1;87385;0;0;443
92,1;87394;3;14;440
98,1;87389;0;-73;447
110,1;87389;0;0;441
116,1;87385;-1;-51;443
122,1;87389;0;-30;446
134,1;87389;0;-8;437
140,1;87389;0;-44;444
146,1;87394;1;7;444
152,1;87389;1;0;437
164,1;87389;0;0;445
170,1;87385;-2;-80;441
176,1;87389;-1;-37;444
188,1;87389;1;-22;447
194,1;87389;0;-30;443
200,1;87389;0;-66;449
206,1;87385;-2;0;447
212,1;87389;0;-30;442
218,1;87394;1;-15;447
224,1;87389;-1;-8;448
236,1;87389;0;-8;443
242,1;87389;0;-8;449
248,1;87385;0;-44;450
260,1;87389;-1;-59;447
266,1;87389;0;36;445
272,1;87389;0;-44;440
278,1;87385;-1;-8;443
290,1;87389;0;0;443
296,1;87389;0;-30;441
302,1;87389;0;-44;448
314,1;87389;0;-8;442
320,1;87385;-1;-44;448
326,1;87389;0;-44;446
332,1;87389;0;0;444
344,1;87389;0;7;449
350,1;87389;0;14;446
356,1;87389;0;0;445
368,1;87389;0;-30;445
374,1;87389;0;-37;442
380,1;87389;0;-44;445
392,1;87389;0;-88;439
398,1;87389;0;-30;443
404,1;87389;0;-8;447
410,1;87389;0;-15;442
422,1;87389;1;-30;447
428,1;87394;2;-66;445
434,1;87389;0;-22;444
446,1;87389;1;-37;453
452,1;87394;0;7;448
458,1;87389;0;-44;447
464,1;87394;0;-44;445
476,1;87389;0;-15;443
482,1;87389;0;-8;448
488,1;87394;0;-8;447
500,1;87389;-1;0;445
506,1;87394;2;-44;444
512,1;87389;3;7;440
518,1;87389;-1;0;449
530,1;87385;-1;-44;445
536,1;87389;0;0;439
542,1;87389;-1;-8;446
554,1;87389;2;-30;441
560,1;87389;0;-30;445
566,1;87389;1;0;444
578,1;87389;0;-30;448
584,1;87385;-1;-8;446
590,1;87389;0;-175;445
596,1;87385;-1;-30;443
608,1;87385;-1;0;447
614,1;87389;0;-30;442
620,1;87389;0;14;449
632,1;87389;0;21;442
638,1;87389;0;0;444
644,1;87389;-1;-44;445
671,1;87389;0;-44;444
674,1;87389;-1;-102;443
692,1;87389;0;-30;447
