
13/06/2018;17:12:55

Y1:Position actual value [p-unit] / Y2:Velocity actual value [v-unit] / Y3:Torque actual value [I_N/1000] / Y4:AnIn 7 scaled value 
t[ms];Y1[Position actual value [p-unit]];Y2[Velocity actual value [v-unit]];Y3[Torque actual value [I_N/1000]];Y4[AnIn 7 scaled value ]
0,1;87424;0;-8;1439
6,1;87429;1;-15;1446
12,1;87429;1;-139;1444
18,1;87424;0;-15;1438
25,1;87420;0;-37;1442
37,1;87424;0;-37;1435
42,1;87424;0;-124;1441
48,1;87424;0;-8;1441
61,1;87424;0;7;1438
66,1;87429;1;-73;1441
73,1;87420;-1;-37;1442
79,1;87420;0;0;1437
91,1;87424;0;21;1442
96,1;87424;0;-30;1441
103,1;87424;0;0;1443
115,1;87420;-1;-30;1438
121,1;87424;0;-15;1437
127,1;87420;0;-37;1445
132,1;87424;1;-30;1443
145,1;87424;0;-15;1443
151,1;87420;-1;-15;1439
157,1;87424;0;-30;1436
169,1;87424;1;-15;1442
175,1;87424;0;-59;1440
181,1;87424;0;7;1441
187,1;87420;0;0;1441
193,1;87420;2;-37;1441
199,1;87424;0;7;1436
205,1;87424;0;-30;1441
216,1;87429;2;-15;1439
223,1;87424;0;-88;1443
228,1;87424;0;-8;1441
241,1;87424;0;-30;1436
247,1;87420;0;-15;1441
253,1;87424;0;-66;1439
259,1;87424;0;65;1435
271,1;87424;0;-30;1440
296,1;87420;0;-37;1439
307,1;87420;0;-30;1444
319,1;87424;0;7;1435
325,1;87424;0;-30;1443
337,1;87424;0;-51;1438
343,1;87420;-1;0;1438
349,1;87420;-1;14;1441
361,1;87429;0;-44;1433
367,1;87424;-1;-44;1439
373,1;87424;0;-8;1439
379,1;87420;0;-22;1434
391,1;87424;-1;-15;1440
397,1;87424;-1;0;1438
403,1;87424;1;-66;1443
415,1;87424;0;-8;1438
421,1;87420;0;-30;1435
427,1;87424;-2;-8;1440
433,1;87424;0;0;1441
445,1;87429;1;-44;1446
451,1;87424;0;-37;1446
457,1;87424;0;-15;1440
469,1;87424;1;-37;1445
475,1;87424;0;-30;1439
481,1;87424;-1;-73;1438
493,1;87424;0;-8;1442
499,1;87424;0;-8;1435
505,1;87420;1;-15;1441
511,1;87424;-2;-15;1441
523,1;87424;0;-30;1440
529,1;87424;0;0;1440
535,1;87424;-1;21;1437
547,1;87424;0;-30;1441
553,1;87429;2;29;1441
559,1;87424;0;0;1436
565,1;87424;0;-44;1441
577,1;87424;0;-66;1435
583,1;87424;2;-37;1441
589,1;87420;-1;-22;1441
601,1;87424;0;-44;1437
607,1;87424;0;0;1443
613,1;87420;0;-30;1442
619,1;87424;0;-30;1435
625,1;87424;0;-37;1442
631,1;87424;1;-30;1441
637,1;87424;0;-44;1433
649,1;87420;-1;0;1438
655,1;87424;1;-30;1433
661,1;87429;1;-30;1436
673,1;87424;0;-44;1438
679,1;87420;0;-37;1432
685,1;87424;0;-37;1440
691,1;87424;0;-44;1440
703,1;87424;1;-37;1439
709,1;87424;0;7;1440
715,1;87420;0;-15;1436
727,1;87424;-1;-8;1444
733,1;87424;0;-73;1442
739,1;87424;0;0;1438
745,1;87424;0;-22;1441
757,1;87424;0;0;1441
763,1;87420;0;-8;1443
769,1;87420;-1;-44;1443
781,1;87429;0;0;1435
787,1;87424;0;-44;1441
793,1;87424;2;-30;1440
805,1;87424;0;7;1442
811,1;87424;1;-8;1443
817,1;87424;0;-30;1438
823,1;87424;-1;-30;1441
835,1;87420;0;-15;1440
841,1;87424;0;-30;1438
847,1;87424;0;43;1442
859,1;87424;0;-44;1438
865,1;87420;0;0;1444
871,1;87424;0;-15;1445
877,1;87424;0;-8;1440
889,1;87429;0;-44;1443
895,1;87424;0;-37;1439
901,1;87424;-1;-30;1436
913,1;87424;0;-15;1441
919,1;87424;0;-30;1437
925,1;87424;0;-51;1442
931,1;87424;0;0;1440
943,1;87424;0;-15;1444
949,1;87424;-1;-44;1444
955,1;87420;-1;-8;1438
967,1;87350;-35;-633;2429
979,1;82608;-702;-1099;4580
985,1;76201;-1135;-1186;4977
1014,1;1801;-3626;-1244;5399
1030,1;-1705;1037;-15;5421
1045,1;9698;334;-1310;5422
1057,1;3985;-847;-1237;5415
1063,1;-2799;-1357;-1273;5422
1092,1;16905;1081;-633;2059
1099,1;22451;730;-619;1733
1111,1;27474;274;-510;1516
1117,1;28037;44;-539;1474
1129,1;25589;-325;-517;1445
1154,1;6657;-1075;-560;1429
1170,1;-5238;196;14;1435
1183,1;483;472;7;1436
1189,1;3445;498;29;1437
1195,1;6644;548;7;1427
1207,1;13908;629;-15;1429
1213,1;17956;685;0;1433
1219,1;22152;708;14;1431
1231,1;31363;784;-15;1432
1237,1;36329;841;-15;1432
1243,1;41444;858;0;1435
1255,1;52409;930;-37;1430
1261,1;58108;955;-66;1435
1267,1;64168;1030;36;1433
1273,1;70312;1041;-15;1434
1285,1;83157;1111;-73;1427
1291,1;87086;114;0;1435
1297,1;85737;-163;43;1430
1309,1;85258;-10;-37;1436
1315,1;85508;37;-15;1432
1321,1;85842;89;7;1436
1327,1;86506;127;21;1439
1339,1;87385;4;0;1436
1345,1;87306;6;0;1443
1351,1;87341;-11;0;1443
1363,1;87376;7;-30;1440
1369,1;87367;3;21;1442
1375,1;87372;-5;-8;1435
1381,1;87420;16;-30;1439
1387,1;87416;3;-110;1443
1393,1;87411;-5;-30;1444
1399,1;87398;-5;7;1438
1411,1;87420;-1;-8;1441
1417,1;87420;-2;-22;1436
1423,1;87424;1;0;1441
1435,1;87420;4;-37;1438
1441,1;87429;1;0;1438
1447,1;87429;0;-117;1441
1453,1;87411;-2;-8;1441
1465,1;87420;3;-44;1443
1471,1;87429;0;-30;1441
1477,1;87424;-1;-30;1437
1489,1;87407;0;-59;1441
1495,1;87420;3;-30;1436
1501,1;87424;0;-15;1438
1507,1;87429;-1;-15;1442
