
13/06/2018;17:11:21

Y1:Position actual value [p-unit] / Y2:Velocity actual value [v-unit] / Y3:Torque actual value [I_N/1000] / Y4:AnIn 7 scaled value 
t[ms];Y1[Position actual value [p-unit]];Y2[Velocity actual value [v-unit]];Y3[Torque actual value [I_N/1000]];Y4[AnIn 7 scaled value ]
0,1;87402;1;-8;1441
24,1;87398;0;36;1441
25,1;87402;0;-117;1441
37,1;87398;0;-37;1439
43,1;87402;0;-8;1442
49,1;87398;0;-44;1440
61,1;87398;0;0;1443
67,1;87398;-1;-30;1441
73,1;87398;0;-30;1437
79,1;87398;0;-44;1439
91,1;87398;1;0;1438
97,1;87398;0;-22;1435
103,1;87402;0;-30;1439
115,1;87402;0;0;1435
121,1;87398;0;-44;1439
127,1;87398;0;-30;1441
133,1;87402;0;-160;1436
145,1;87398;1;-37;1441
151,1;87398;-1;0;1440
157,1;87398;1;-102;1435
169,1;87398;0;14;1440
175,1;87398;-1;-30;1437
181,1;87398;0;-30;1441
193,1;87398;1;0;1437
199,1;87402;0;-44;1440
205,1;87398;0;-66;1444
211,1;87398;0;0;1440
223,1;87407;2;-124;1443
229,1;87402;2;-30;1441
235,1;87398;0;0;1431
247,1;87398;0;7;1439
253,1;87402;1;-146;1435
259,1;87398;0;0;1439
265,1;87398;2;-59;1443
277,1;87398;0;-44;1439
283,1;87402;0;-8;1440
289,1;87398;0;-15;1438
301,1;87402;2;43;1442
307,1;87402;0;0;1443
313,1;87398;0;-30;1439
319,1;87398;0;0;1441
331,1;87402;1;-44;1439
337,1;87398;0;-22;1443
343,1;87398;0;-30;1445
355,1;87398;0;0;1437
361,1;87398;0;7;1443
367,1;87398;0;-30;1442
379,1;87402;1;0;1439
385,1;87398;0;29;1440
391,1;87398;0;7;1436
397,1;87398;0;0;1438
409,1;87398;0;0;1442
415,1;87394;0;-44;1437
421,1;87402;0;-73;1438
433,1;87398;0;-30;1437
439,1;87398;0;-30;1442
445,1;87402;0;-8;1440
451,1;87398;0;-8;1439
463,1;87398;0;36;1439
469,1;87402;0;0;1442
475,1;87398;0;-30;1437
487,1;87407;2;-44;1442
493,1;87402;0;-66;1438
499,1;87398;0;-15;1441
505,1;87398;0;-44;1444
511,1;87394;-3;-30;1440
517,1;87402;0;0;1437
523,1;87398;0;0;1442
535,1;87398;0;-8;1439
541,1;87398;0;-15;1446
547,1;87398;0;-73;1443
559,1;87398;0;0;1439
565,1;87398;0;-44;1443
571,1;87398;-1;-30;1444
577,1;87402;0;-30;1438
589,1;87402;0;-37;1442
601,1;87402;0;14;1444
607,1;87394;-2;29;1441
619,1;87398;0;-44;1437
625,1;87402;2;-44;1435
631,1;87398;1;-117;1435
643,1;87398;-2;0;1440
649,1;87402;1;0;1441
655,1;87398;-1;0;1436
661,1;87398;0;-15;1440
667,1;87398;0;-44;1439
687,1;87398;-1;0;1445
697,1;87398;-1;-30;1440
703,1;87402;1;-15;1445
709,1;87398;-1;-30;1443
727,1;87402;1;-66;1443
733,1;87398;0;-44;1439
739,1;87402;0;-37;1442
745,1;87398;0;7;1442
757,1;87402;1;-30;1437
763,1;87398;-2;-37;1441
769,1;87398;0;-59;1440
781,1;87402;1;-30;1443
787,1;87398;1;-51;1442
793,1;87398;0;0;1438
805,1;87398;0;-30;1441
811,1;87402;1;-30;1440
817,1;87402;1;-30;1437
823,1;87398;0;0;1442
835,1;87402;0;-37;1440
841,1;87402;1;0;1442
847,1;87402;1;-44;1442
859,1;87398;0;-15;1441
865,1;87398;-1;0;1444
871,1;87398;0;-30;1442
877,1;87394;-1;0;1439
889,1;87402;0;-30;1441
895,1;87398;0;-30;1438
901,1;87398;2;-73;1442
913,1;86985;-117;-1004;3877
936,1;68018;-1244;-597;1691
937,1;66612;-1259;-451;1666
949,1;48335;-1604;-560;1502
955,1;37876;-1749;-488;1465
961,1;26745;-1921;-495;1454
973,1;1019;-2209;-510;1433
979,1;-8929;-1240;-597;1433
985,1;-6965;490;-51;1431
1014,1;17296;915;-15;1431
1015,1;18316;921;-59;1432
1021,1;23857;932;36;1438
1033,1;35736;1012;7;1432
1039,1;41761;1020;29;1437
1045,1;48300;1078;65;1434
1057,1;61545;1145;7;1428
1063,1;68488;1140;-51;1431
1069,1;75533;1183;-73;1434
1075,1;82788;1230;-15;1425
1087,1;85737;-141;21;1439
1093,1;85385;-15;-30;1435
1099,1;85354;-6;65;1440
1111,1;85917;86;-8;1437
1117,1;86501;109;0;1436
1123,1;87481;109;-37;1441
1129,1;87389;9;-15;1441
1141,1;87341;-18;-15;1440
1147,1;87376;-9;0;1439
1153,1;87407;1;-30;1434
1165,1;87398;-1;0;1442
1171,1;87407;-1;-30;1439
1177,1;87411;4;29;1436
1189,1;87402;0;-73;1443
1195,1;87407;0;-44;1439
1201,1;87402;0;-22;1442
1207,1;87402;-1;-30;1443
1219,1;87402;0;-8;1442
1225,1;87402;-2;-30;1442
1231,1;87402;0;-8;1440
1243,1;87402;0;-30;1443
1249,1;87407;0;-30;1442
1255,1;87407;0;-44;1438
1261,1;87398;-2;-8;1444
1273,1;87402;0;-8;1436
1279,1;87407;0;0;1439
1285,1;87402;0;-59;1441
1297,1;87402;-1;-44;1439
1303,1;87407;1;-8;1441
1309,1;87402;0;0;1439
1315,1;87402;0;0;1435
1321,1;87402;0;-44;1441
1327,1;87402;0;0;1441
1333,1;87402;0;0;1439
1345,1;87407;0;-37;1448
1357,1;87402;0;-8;1441
1389,1;87402;0;-8;1442
1393,1;87402;0;0;1439
1405,1;87407;0;-66;1444
1417,1;87407;0;0;1440
1423,1;87402;0;-8;1443
1429,1;87407;1;-8;1442
1441,1;87407;0;7;1438
1447,1;87402;-1;21;1440
