
13/06/2018;17:11:21

Y1:Position actual value [p-unit] / Y2:Velocity actual value [v-unit] / Y3:Torque actual value [I_N/1000] / Y4:AnIn 7 scaled value 
t[ms];Y1[Position actual value [p-unit]];Y2[Velocity actual value [v-unit]];Y3[Torque actual value [I_N/1000]];Y4[AnIn 7 scaled value ]
1453,1;87402;0;-66;1434
1459,1;87407;0;29;1440
1471,1;87407;0;-30;1438
1477,1;87407;0;-15;1438
1483,1;87407;0;-59;1441
1495,1;87407;2;-37;1436
1501,1;87402;0;-8;1438
1507,1;87407;0;7;1440
1513,1;87407;0;-30;1434
1525,1;87407;0;-59;1444
1531,1;87407;0;-30;1436
1537,1;87407;0;-66;1437
1550,1;87402;0;0;1441
