
13/06/2018;17:16:29

Y1:Position actual value [p-unit] / Y2:Velocity actual value [v-unit] / Y3:Torque actual value [I_N/1000] / Y4:AnIn 7 scaled value 
t[ms];Y1[Position actual value [p-unit]];Y2[Velocity actual value [v-unit]];Y3[Torque actual value [I_N/1000]];Y4[AnIn 7 scaled value ]
0,1;87394;-1;0;1435
16,1;87398;0;0;1437
26,1;87398;0;-44;1443
32,1;87398;0;-8;1444
38,1;87398;1;-51;1436
44,1;87394;-1;-30;1438
56,1;87398;0;-37;1438
62,1;87398;-1;-30;1430
68,1;87398;0;0;1440
80,1;87398;1;29;1435
86,1;87398;0;-66;1439
92,1;87398;0;0;1439
98,1;87398;0;0;1436
110,1;87398;-1;-30;1442
116,1;87398;0;-30;1438
122,1;87398;0;-30;1434
134,1;87398;1;-30;1439
140,1;87398;0;-8;1435
146,1;87398;-2;-44;1440
158,1;87398;0;-8;1434
164,1;87402;1;-37;1437
170,1;87402;1;14;1438
176,1;87398;0;-15;1436
188,1;87398;0;0;1440
194,1;87398;0;-30;1438
200,1;87398;0;-44;1438
212,1;87398;0;-30;1438
218,1;87394;-1;-44;1437
224,1;87398;1;-37;1438
230,1;87398;0;-8;1438
242,1;87398;1;0;1434
265,1;87398;0;-22;1436
272,1;87398;0;-66;1439
284,1;87389;-1;0;1439
290,1;87398;0;0;1443
302,1;87398;-1;0;1437
308,1;87398;0;0;1438
314,1;87398;0;-8;1434
326,1;87398;3;-44;1436
332,1;87398;0;-8;1438
338,1;87398;-1;-22;1435
344,1;87398;0;-73;1436
356,1;87398;0;-30;1436
362,1;87398;0;0;1435
368,1;87398;0;-8;1439
380,1;87398;0;0;1436
386,1;87398;0;-44;1443
392,1;87398;0;-37;1442
404,1;87398;0;0;1440
410,1;87398;0;-8;1443
416,1;87398;0;0;1442
422,1;87398;0;-30;1435
434,1;87398;0;-8;1442
440,1;87398;-1;0;1434
446,1;87398;0;-30;1439
458,1;87398;0;-8;1436
464,1;87398;0;-37;1439
470,1;87394;0;0;1441
476,1;87398;0;0;1442
488,1;87398;0;36;1438
494,1;87398;0;-44;1440
500,1;87398;0;-30;1435
512,1;87398;0;0;1442
518,1;87398;0;-8;1437
524,1;87402;0;-30;1437
530,1;87398;0;-30;1442
542,1;87394;-1;36;1436
548,1;87394;0;0;1440
554,1;87398;2;-8;1442
566,1;87398;0;-44;1441
572,1;87398;-1;21;1440
578,1;87394;0;-30;1437
590,1;87394;-1;-37;1440
596,1;87398;0;-30;1437
602,1;87398;-1;-8;1434
608,1;87398;0;0;1439
620,1;87402;0;7;1438
626,1;87398;1;0;1442
632,1;87398;0;-44;1441
644,1;87398;1;14;1438
650,1;87398;0;-44;1438
656,1;87398;1;-30;1440
662,1;87398;0;0;1437
674,1;87398;0;-30;1441
680,1;87402;0;-66;1439
686,1;87398;-1;-15;1441
698,1;87398;0;-30;1436
704,1;87398;0;-51;1436
710,1;87398;0;0;1439
716,1;87394;0;-15;1436
722,1;87394;-1;-44;1432
728,1;87398;1;-15;1439
734,1;87402;0;21;1436
746,1;87394;-2;-37;1432
752,1;87398;0;-66;1437
758,1;87402;0;-8;1434
770,1;87398;0;-30;1437
776,1;87402;2;-44;1436
782,1;87398;0;0;1431
788,1;87398;0;-30;1437
800,1;87398;0;7;1432
806,1;87398;0;-37;1437
812,1;87398;1;-44;1438
824,1;87402;0;-44;1439
830,1;87398;0;-30;1440
836,1;87398;0;0;1438
842,1;87398;0;-8;1434
854,1;87398;0;-8;1433
860,1;87398;0;0;1428
866,1;87402;-1;-15;1431
878,1;87398;0;-8;1435
884,1;87398;0;-15;1432
890,1;87398;-1;-22;1435
902,1;87398;0;-22;1431
908,1;87398;0;-37;1435
914,1;87398;1;7;1436
920,1;87398;0;-30;1430
932,1;87402;0;-15;1437
938,1;87398;0;-30;1435
944,1;87398;0;29;1437
956,1;87402;0;-66;1434
962,1;87394;-1;-30;1427
968,1;87398;0;-30;1437
974,1;87398;0;-30;3059
