
13/06/2018;17:12:13

Y1:Position actual value [p-unit] / Y2:Velocity actual value [v-unit] / Y3:Torque actual value [I_N/1000] / Y4:AnIn 7 scaled value 
t[ms];Y1[Position actual value [p-unit]];Y2[Velocity actual value [v-unit]];Y3[Torque actual value [I_N/1000]];Y4[AnIn 7 scaled value ]
0,1;87437;1;-37;1440
15,1;87429;-1;-8;1440
20,1;87433;0;-8;1445
26,1;87429;0;43;1440
38,1;87429;0;-66;1442
44,1;87429;0;-44;1438
50,1;87433;0;29;1434
62,1;87429;0;0;1438
68,1;87433;0;-8;1437
74,1;87433;0;29;1436
80,1;87433;0;0;1437
92,1;87429;0;-30;1435
98,1;87429;0;-30;1441
104,1;87433;0;0;1441
116,1;87433;0;-8;1442
122,1;87433;0;-15;1445
128,1;87433;1;0;1440
134,1;87429;0;-30;1442
146,1;87429;-1;-8;1443
152,1;87429;1;94;1440
158,1;87433;1;-44;1441
170,1;87429;0;0;1438
176,1;87429;0;-30;1442
182,1;87433;1;-15;1441
188,1;87429;0;-44;1439
194,1;87429;0;7;1438
200,1;87429;0;-8;1442
206,1;87429;0;-30;1441
218,1;87437;1;-44;1443
224,1;87433;1;-8;1444
230,1;87433;0;-15;1441
242,1;87433;0;-44;1439
248,1;87429;0;-80;1441
254,1;87429;-1;-44;1440
260,1;87433;0;-44;1443
272,1;87433;0;-15;1434
278,1;87429;-1;-73;1441
284,1;87429;0;-37;1440
296,1;87433;0;-66;1442
302,1;87433;0;-8;1443
308,1;87433;0;-8;1442
314,1;87429;0;-15;1436
326,1;87433;0;-44;1441
332,1;87433;0;7;1436
338,1;87433;0;-146;1441
350,1;87429;-1;-15;1438
356,1;87433;0;-22;1438
363,1;87424;-2;-8;1437
374,1;87429;0;-8;1438
380,1;87433;0;-37;1442
386,1;87433;0;0;1442
392,1;87433;0;0;1435
404,1;87429;0;7;1441
410,1;87429;0;-15;1432
416,1;87433;0;-30;1436
428,1;87429;0;0;1438
434,1;87433;1;0;1435
440,1;87429;0;-59;1438
446,1;87429;-1;-8;1439
458,1;87429;0;-22;1441
464,1;87433;0;-30;1443
470,1;87433;2;-15;1440
482,1;87429;-1;0;1445
488,1;87429;0;0;1441
494,1;87433;0;-59;1440
500,1;87433;0;-15;1443
512,1;87433;0;-73;1439
518,1;87433;1;-59;2195
524,1;87257;-63;-997;3715
542,1;72632;-1403;-1222;5169
548,1;61708;-1959;-1266;5288
554,1;47351;-2444;-1368;5348
566,1;9782;-3462;-1339;5409
572,1;-9830;-2734;-1091;3548
578,1;-8613;682;29;2559
596,1;11900;1073;-502;1602
608,1;20830;583;-517;1485
639,1;20891;-410;-619;1432
655,1;10278;-865;-568;1434
656,1;8507;-944;-510;1433
686,1;-1929;658;-15;1432
693,1;2562;673;-15;1431
704,1;11364;772;7;1428
710,1;16123;812;-22;1427
716,1;21014;816;-95;1433
728,1;31398;877;21;1426
740,1;42284;928;0;1432
746,1;47992;956;-15;1428
758,1;59528;959;36;1436
764,1;65676;1025;-22;1429
779,1;81237;1063;14;1431
811,1;86172;30;21;1432
812,1;86159;8;-8;1434
824,1;87187;137;-8;1436
830,1;87341;-14;-15;1432
836,1;87385;-3;-37;1436
842,1;87433;16;0;1440
854,1;87416;-4;21;1440
860,1;87455;1;0;1442
866,1;87433;-5;-30;1442
878,1;87442;-1;-15;1446
884,1;87446;0;-37;1441
890,1;87451;3;-44;1439
896,1;87433;-1;-15;1442
902,1;87451;2;-44;1442
908,1;87446;0;-15;1441
914,1;87433;-3;7;1441
926,1;87437;-1;-59;1444
932,1;87451;0;0;1440
938,1;87451;0;-59;1442
950,1;87437;0;-44;1440
956,1;87433;-2;-22;1441
962,1;87451;2;-30;1443
968,1;87451;0;-59;1444
980,1;87442;-1;-30;1446
986,1;87437;0;-37;1442
992,1;87442;-1;-44;1439
1004,1;87446;0;-30;1442
1010,1;87446;0;0;1437
1016,1;87442;-2;-30;1437
1023,1;87442;0;-102;1444
1034,1;87451;0;-37;1440
1040,1;87446;-1;0;1443
1046,1;87442;-1;-37;1441
1058,1;87446;0;-8;1445
1064,1;87455;1;-124;1444
1070,1;87446;-1;-44;1439
1082,1;87442;0;0;1440
1088,1;87442;0;7;1438
1094,1;87451;1;-66;1438
1100,1;87451;1;-8;1443
1112,1;87446;-1;-8;1438
1118,1;87442;-1;29;1441
1125,1;87451;2;-30;1442
1137,1;87451;0;-131;1437
1143,1;87446;-1;-22;1440
1148,1;87442;0;-37;1440
1157,1;87442;-2;0;1443
1166,1;87451;1;-15;1442
1172,1;87446;0;-44;1434
1178,1;87442;1;0;1442
1191,1;87446;0;-30;1436
1196,1;87455;0;-15;1438
1204,1;87446;-2;-15;1440
1208,1;87442;-1;-30;1437
1220,1;87446;0;-30;1441
1226,1;87451;0;-51;1440
1233,1;87455;0;-73;1436
1244,1;87446;-1;0;1440
1250,1;87442;-1;-44;1436
1256,1;87446;0;-37;1440
1269,1;87451;0;-8;1437
1274,1;87446;1;0;1438
1280,1;87451;0;0;1442
1286,1;87451;1;-15;1442
1298,1;87446;0;0;1442
1304,1;87451;0;-30;1441
1310,1;87451;-1;-37;1437
1322,1;87446;0;-15;1443
1334,1;87455;0;-88;1440
1340,1;87455;1;-37;1444
1372,1;87451;0;-15;1434
1376,1;87455;2;-30;1441
