
13/06/2018;17:12:13

Y1:Position actual value [p-unit] / Y2:Velocity actual value [v-unit] / Y3:Torque actual value [I_N/1000] / Y4:AnIn 7 scaled value 
t[ms];Y1[Position actual value [p-unit]];Y2[Velocity actual value [v-unit]];Y3[Torque actual value [I_N/1000]];Y4[AnIn 7 scaled value ]
1383,1;87451;0;-66;1443
1401,1;87451;0;0;1440
1406,1;87451;1;-37;1439
1413,1;87446;-1;-30;1436
1424,1;87451;1;-30;1442
1430,1;87446;0;-30;1436
1437,1;87459;1;-37;1439
1448,1;87451;1;-66;1436
1455,1;87451;0;-15;1438
1461,1;87446;-1;-44;1438
1466,1;87451;0;29;1439
1478,1;87451;-1;0;1443
1484,1;87451;0;-30;1442
1490,1;87451;-1;-44;1441
1503,1;87451;1;-8;1442
1509,1;87451;0;-73;1434
1514,1;87446;-1;0;1435
1527,1;87451;0;-22;1442
1533,1;87451;0;-30;1436
1539,1;87451;0;-8;1443
1544,1;87451;-1;-44;1441
1557,1;87446;0;-8;1441
1562,1;87446;0;0;1440
1569,1;87451;0;-153;1438
1581,1;87451;0;-30;1443
1587,1;87455;0;-30;1442
1593,1;87451;-2;14;1435
1598,1;87451;1;0;1437
1611,1;87451;1;0;1433
1616,1;87446;0;0;1439
