
13/06/2018;17:07:47

Y1:Position actual value [p-unit] / Y2:Velocity actual value [v-unit] / Y3:Torque actual value [I_N/1000] / Y4:AnIn 7 scaled value 
t[ms];Y1[Position actual value [p-unit]];Y2[Velocity actual value [v-unit]];Y3[Torque actual value [I_N/1000]];Y4[AnIn 7 scaled value ]
0,1;87402;-2;-73;444
9,1;87402;0;-30;447
31,1;87407;0;7;444
35,1;87407;0;-59;440
51,1;87407;0;-59;446
57,1;87407;1;0;443
63,1;87402;-1;-66;446
75,1;87407;1;0;440
81,1;87407;0;-30;448
87,1;87407;1;-15;447
93,1;87407;1;-8;443
105,1;87407;0;-95;445
111,1;87407;0;0;442
117,1;87407;0;-30;439
129,1;87407;0;-73;444
135,1;87402;0;0;438
141,1;87407;1;-8;446
147,1;87407;1;-8;448
159,1;87402;-1;-59;448
165,1;87407;0;-66;452
171,1;87407;0;7;451
183,1;87407;0;-8;448
189,1;87407;0;0;448
195,1;87402;0;-44;445
201,1;87407;0;7;447
213,1;87407;0;-66;441
219,1;87407;-1;-8;441
225,1;87402;0;14;445
237,1;87407;0;0;441
243,1;87407;0;-8;443
249,1;87407;0;-8;443
261,1;87407;-1;36;445
267,1;87407;0;-30;446
273,1;87407;0;29;442
279,1;87407;0;0;444
291,1;87407;0;-15;444
297,1;87402;0;-37;441
303,1;87402;0;0;444
315,1;87407;0;-30;441
321,1;87407;1;-66;448
327,1;87407;0;-15;446
333,1;87407;1;-37;444
345,1;87407;1;0;447
351,1;87407;0;0;447
357,1;87402;0;14;444
369,1;87402;0;-30;444
375,1;87407;0;0;439
381,1;87407;0;-44;445
387,1;87407;0;-30;445
393,1;87407;-1;0;444
399,1;87402;0;-37;443
405,1;87407;1;14;447
417,1;87407;1;-44;443
423,1;87402;0;-51;446
429,1;87402;0;-95;444
441,1;87411;1;0;445
447,1;87407;0;-44;442
453,1;87407;0;-8;440
459,1;87402;0;0;445
471,1;87407;0;-30;446
477,1;87407;1;-66;439
483,1;87407;0;-30;445
495,1;87407;1;-8;440
501,1;87402;-2;43;441
507,1;87407;1;-8;442
513,1;87402;0;-66;440
525,1;87402;0;-51;443
531,1;87407;0;-44;444
537,1;87407;1;-8;444
549,1;87402;0;-37;443
555,1;87407;3;-44;441
561,1;87407;0;-44;448
573,1;87411;1;-44;447
