
13/06/2018;17:22:03

Y1:Position actual value [p-unit] / Y2:Velocity actual value [v-unit] / Y3:Torque actual value [I_N/1000] / Y4:AnIn 7 scaled value 
t[ms];Y1[Position actual value [p-unit]];Y2[Velocity actual value [v-unit]];Y3[Torque actual value [I_N/1000]];Y4[AnIn 7 scaled value ]
484,1;87358;0;0;1033
489,1;87354;-1;-30;1035
502,1;87358;0;-30;1030
508,1;87354;-1;-44;1031
513,1;87354;0;-15;1033
520,1;87354;0;-15;1030
532,1;87354;0;-44;1035
537,1;87354;0;-30;1033
544,1;87358;0;-15;1030
555,1;87358;0;-73;1034
562,1;87358;0;-15;1028
568,1;87358;-1;-117;1032
574,1;87363;1;-8;1034
586,1;87354;0;-22;1032
592,1;87358;0;-30;1033
598,1;87358;1;-30;1030
610,1;87354;0;-44;1035
615,1;87358;1;-15;1032
622,1;87354;0;-37;1030
634,1;87354;0;-44;1032
640,1;87354;0;0;1030
646,1;87354;0;-59;1033
651,1;87354;0;36;1038
664,1;87358;-1;-15;1035
686,1;87354;0;-73;1036
694,1;87354;0;-44;1032
706,1;87354;-1;-8;1037
712,1;87354;-2;0;1036
724,1;87354;0;-30;1030
729,1;87354;-1;-30;1035
735,1;87358;0;-15;1034
748,1;87354;0;0;1036
754,1;87358;1;-37;1036
760,1;87354;0;-15;1030
766,1;87358;1;-73;1037
778,1;87354;0;-66;1035
784,1;87358;0;0;1033
790,1;87354;0;-30;1033
802,1;87358;0;-15;1028
808,1;87354;-1;-30;1035
814,1;87358;0;-30;1031
820,1;87363;1;-59;1030
832,1;87358;1;-95;1034
838,1;87354;0;-59;1029
844,1;87358;0;-8;1027
856,1;87358;0;0;1032
862,1;87354;0;-30;1032
868,1;87354;0;-66;1036
880,1;87354;0;14;1032
886,1;87354;0;-59;1036
892,1;87358;1;-30;1035
898,1;87354;0;-8;1031
910,1;87358;0;-37;1037
916,1;87358;0;0;1032
922,1;87354;-1;-30;1029
934,1;87358;1;-30;1034
940,1;87358;1;-44;1029
946,1;87358;0;-30;1035
952,1;87354;0;-44;1035
964,1;87358;0;-15;1033
970,1;87354;-1;-8;1037
976,1;87358;0;0;1035
988,1;87354;-1;-44;1032
994,1;87358;1;-102;3200
1000,1;87358;0;-30;5923
1006,1;86071;-330;-1666;7375
1024,1;55006;-2694;-2190;8763
1030,1;35090;-3469;-1637;8884
1036,1;11034;-4102;-1200;8944
1048,1;-9070;759;-73;8990
1060,1;4992;1155;0;9003
1108,1;6270;1020;29;1495
1123,1;23110;1087;36;1126
1154,1;58170;1159;50;1034
1170,1;76333;1169;14;1027
1186,1;86040;-181;-37;1030
1192,1;85095;-138;0;1031
1198,1;84981;-22;-8;1028
1204,1;85209;59;-15;1025
1216,1;85948;87;-37;1032
1222,1;86884;165;14;1033
1228,1;87341;5;-30;1038
1240,1;87367;-7;-15;1029
1246,1;87416;33;-30;1034
1252,1;87345;0;-8;1036
1258,1;87376;0;-88;1031
1270,1;87385;8;-44;1038
1276,1;87367;-1;-30;1036
1282,1;87380;0;0;1030
1294,1;87385;0;-8;1038
1300,1;87385;0;-15;1035
1306,1;87389;-1;-15;1038
1312,1;87389;0;-15;1037
1324,1;87389;2;-44;1040
1330,1;87385;2;-15;1038
1336,1;87389;0;-146;1036
1348,1;87389;1;-30;1040
1354,1;87389;0;-8;1037
1360,1;87385;0;-30;1030
1372,1;87398;1;-30;1037
1378,1;87389;0;-44;1032
1384,1;87385;-1;-30;1033
1390,1;87385;0;0;1037
1402,1;87389;1;0;1030
1408,1;87389;0;14;1038
1414,1;87389;-1;-15;1036
1426,1;87389;0;-37;1034
1451,1;87380;0;-59;1038
1456,1;87389;-1;-15;1034
1474,1;87385;-1;-15;1032
1480,1;87380;-1;-30;1029
1492,1;87394;2;-8;1037
1498,1;87389;-1;-37;1031
1504,1;87389;0;-44;1034
1510,1;87389;0;0;1033
1522,1;87380;0;-30;1031
1528,1;87394;0;-37;1037
1534,1;87389;0;-8;1035
1546,1;87389;2;-44;1036
1552,1;87385;0;0;1034
1558,1;87389;0;0;1031
1564,1;87389;0;-37;1035
1576,1;87385;-1;-30;1031
1582,1;87389;0;-44;1028
1588,1;87389;0;-15;1035
1600,1;87389;0;-44;1029
1606,1;87394;1;-22;1034
1612,1;87389;0;-22;1037
1624,1;87389;1;-59;1032
1630,1;87389;0;0;1037
1636,1;87389;0;-8;1035
1642,1;87389;0;0;1029
1654,1;87385;0;-102;1033
1660,1;87385;-1;-80;1032
1666,1;87394;0;0;1036
1678,1;87389;-1;-59;1033
1684,1;87398;3;0;1032
1690,1;87389;-2;-22;1032
1696,1;87389;0;-30;1033
1708,1;87389;0;-15;1034
1714,1;87389;0;-30;1034
1720,1;87394;0;-44;1030
1732,1;87389;0;-8;1036
1738,1;87385;-2;-44;1035
1744,1;87394;0;-8;1035
1750,1;87389;-1;-15;1036
1762,1;87389;0;-15;1032
1768,1;87389;0;-15;1036
1774,1;87389;0;-44;1036
1786,1;87389;0;-30;1036
1792,1;87389;0;-37;1037
1798,1;87389;0;0;1035
1810,1;87389;-1;-30;1036
1816,1;87389;0;-59;1033
1822,1;87385;0;0;1029
1828,1;87389;1;-44;1034
1840,1;87389;0;-30;1030
1846,1;87389;0;-59;1037
1852,1;87385;-2;-44;1035
1864,1;87389;1;-110;1032
1870,1;87389;0;36;1035
1876,1;87389;0;-44;1035
1882,1;87389;0;-44;1032
1894,1;87394;0;-44;1036
1900,1;87394;1;-37;1032
1906,1;87389;-1;-30;1035
1918,1;87389;0;-8;1033
1924,1;87394;0;-30;1033
1930,1;87394;0;-15;1034
1936,1;87389;0;-30;1034
1942,1;87380;-2;-59;1032
1948,1;87389;0;-15;1036
1954,1;87394;2;-30;1033
1966,1;87394;0;-8;1034
1972,1;87394;0;-30;1036
1978,1;87394;1;-30;1034
